,Standard name,Sc∆ essentiality,Sp∆ essentiality,Final usage in training,Unnamed: 0,id,chrom,start,end,Length,Hits,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,short name,description
2096,S000002499,NE,NE,Non essential,1115,YDR092W,chrIV,629876,630605,730,9,44,9,24,375,0.16399999999999998,181,0.248,70,63,50,0.0959,0.105,0.0833,UBC13,UBiquitin-Conjugating
2097,S000000471,NE,NE,Non essential,534,YBR267W,chrII,739841,741022,1182,4,153,11,11,265,0.064,815,0.69,95,57,49,0.0804,0.095,0.0817,REI1,REquired for Isotropic bud growth
2098,S000000475,NE,NE,Non essential,539,YBR271W,chrII,744852,746111,1260,10,55,22,7,258,0.154,487,0.387,122,45,58,0.0968,0.075,0.0967,EFM2,Elongation Factor Methyltransferase
2099,S000000479,NE,NE,Non essential,543,YBR275C,chrII,751356,757106,5751,30,574,5,13,286,0.091,630,0.11,604,83,72,0.105,0.1383,0.12,RIF1,RAP1-Interacting Factor
2100,S000000877,NE,NE,Non essential,1776,YER075C,chrV,308413,311199,2787,23,404,3,63,529,0.078,403,0.145,275,59,41,0.0987,0.0983,0.0683,PTP3,Protein Tyrosine Phosphatase
2101,S000000875,NE,NE,Non essential,1773,YER073W,chrV,304030,305592,1563,27,566,59,15,561,0.154,277,0.177,130,57,62,0.0832,0.095,0.1033,ALD5,ALdehyde Dehydrogenase
2102,S000000870,NE,NE,Non essential,1767,YER068W,chrV,293050,294813,1764,14,467,27,68,748,0.053,796,0.451,150,62,64,0.085,0.1033,0.1067,MOT2,Modulator Of Transcription
2103,S000000871,NE,NE,Non essential,1769,YER069W,chrV,295410,298001,2592,27,332,67,39,634,0.08199999999999999,525,0.203,234,64,71,0.0903,0.1067,0.1183,"ARG5,6",ARGinine requiring
2104,S000000903,NE,NE,Non essential,1813,YER101C,chrV,360502,361794,1293,14,637,6,20,333,0.163,270,0.209,113,70,52,0.0874,0.1167,0.0867,AST2,ATPase STabilizing
2105,S000000612,NE,NE,Non essential,662,YCR019W,chrIII,152837,153928,1092,9,121,8,10,325,0.127,520,0.47600000000000003,98,71,76,0.0897,0.1183,0.1267,MAK32,MAintenance of Killer
2106,S000000610,NE,NE,Non essential,659,YCR017C,chrIII,144773,147634,2862,13,60,4,35,275,0.083,555,0.19399999999999998,249,59,66,0.087,0.0983,0.11,CWH43,Calcofluor White Hypersensitive
2107,S000001469,NE,NE,Non essential,3185,YIR030C,chrIX,412036,412770,735,8,279,8,12,232,0.235,368,0.501,84,58,50,0.1143,0.0967,0.0833,DCG1,Dal80p-Controlled Gene
2108,S000001179,NE,NE,Non essential,2858,YHR137W,chrVIII,375709,377250,1542,4,27,47,12,470,0.027999999999999997,632,0.41,149,45,59,0.0966,0.075,0.0983,ARO9,AROmatic amino acid requiring
2109,S000000277,NE,NE,Non essential,319,YBR073W,chrII,383112,385988,2877,23,199,22,15,562,0.071,660,0.22899999999999998,281,64,63,0.0977,0.1067,0.105,RDH54,RaD54 Homolog
2110,S000002542,NE,NE,Non essential,1159,YDR135C,chrIV,723004,727551,4548,37,766,40,33,323,0.126,589,0.13,420,50,64,0.0923,0.0833,0.1067,YCF1,Yeast Cadmium Factor
2111,S000002547,NE,NE,Non essential,1164,YDR140W,chrIV,734138,734803,666,4,25,16,0,194,0.155,369,0.5539999999999999,69,55,75,0.1036,0.0917,0.125,MTQ2,Methyltransferase
2112,S000002178,NE,NE,Non essential,998,YDL020C,chrIV,415113,416708,1596,10,59,20,36,437,0.07200000000000001,528,0.331,150,77,58,0.094,0.1283,0.0967,RPN4,Regulatory Particle Non-ATPase
2113,S000002549,NE,NE,Non essential,1166,YDR142C,chrIV,740473,741600,1128,13,155,5,21,219,0.263,281,0.249,106,74,72,0.094,0.1233,0.12,PEX7,PEroXin
2114,S000000298,NE,NE,Non essential,343,YBR094W,chrII,432036,434297,2262,23,267,30,1,334,0.152,534,0.23600000000000002,236,59,57,0.1043,0.0983,0.095,PBY1,P-BodY associated protein
2115,S000000299,NE,NE,Non essential,344,YBR095C,chrII,434406,435698,1293,2,8,11,9,331,0.023,1084,0.838,120,65,65,0.0928,0.1083,0.1083,RXT2,
2116,S000000290,NE,NE,Non essential,334,YBR086C,chrII,420201,423041,2841,20,197,55,19,583,0.06,664,0.23399999999999999,269,48,65,0.0947,0.08,0.1083,IST2,Increased Sodium Tolerance
2117,S000003860,NE,NE,Non essential,3530,YJR099W,chrX,615576,616286,711,8,124,29,8,507,0.111,233,0.32799999999999996,66,67,70,0.0928,0.1117,0.1167,YUH1,Yeast Ubiquitin Hydrolase
2118,S000001847,NE,NE,Non essential,1935,YFL047W,chrVI,40421,42565,2145,12,113,13,10,243,0.115,462,0.215,218,60,69,0.1016,0.1,0.115,RGD2,RhoGAP domain
2119,S000003635,NE,NE,Non essential,3332,YJL099W,chrX,239414,241654,2241,14,98,18,18,244,0.128,655,0.292,222,62,64,0.0991,0.1033,0.1067,CHS6,CHitin Synthase-related
2120,S000000128,NE,NE,Non essential,208,YBL032W,chrII,160184,161329,1146,13,124,27,16,353,0.161,599,0.523,95,40,69,0.0829,0.0667,0.115,HEK2,HEterogeneous nuclear rnp K-like gene
2121,S000000120,NE,NE,Non essential,217,YBL024W,chrII,172534,174588,2055,14,184,20,0,313,0.109,639,0.311,198,56,76,0.0964,0.0933,0.1267,NCL1,NuCLear protein
2122,S000003638,NE,NE,Non essential,3329,YJL102W,chrX,231301,233760,2460,8,31,11,23,391,0.042,653,0.265,239,59,66,0.0972,0.0983,0.11,MEF2,Mitochondrial Elongation Factor
2123,S000004972,NE,NE,Non essential,5354,YNL027W,chrXIV,579580,581616,2037,11,103,28,2,428,0.063,762,0.374,205,47,65,0.1006,0.0783,0.1083,CRZ1,Calcineurin-Responsive Zinc finger
2124,S000001456,NE,NE,Non essential,3166,YIR017C,chrIX,383556,384119,564,37,540,15,43,302,1.0859999999999999,142,0.252,54,47,38,0.0957,0.0783,0.0633,MET28,METhionine
2125,S000001182,NE,NE,Non essential,2863,YHR140W,chrVIII,380572,381291,720,15,164,9,48,485,0.215,165,0.22899999999999998,76,56,69,0.1056,0.0933,0.115,,
2126,S000005511,NE,NE,Non essential,5482,YOL151W,chrXV,43694,44722,1029,5,36,20,4,240,0.10099999999999999,366,0.35600000000000004,96,68,63,0.0933,0.1133,0.105,GRE2,Genes de Respuesta a Estres (stress responsive genes)
2127,S000003964,NE,NE,Non essential,3975,YLL041C,chrXII,53131,53931,801,22,272,18,16,247,0.556,151,0.18899999999999997,73,71,51,0.0911,0.1183,0.085,SDH2,Succinate DeHydrogenase
2128,S000004574,NE,NE,Non essential,4554,YML106W,chrXIII,56773,57453,681,8,43,8,8,190,0.309,208,0.305,62,71,72,0.091,0.1183,0.12,URA5,URAcil requiring
2129,S000003963,NE,NE,Non essential,3976,YLL040C,chrXII,54211,63645,9435,13,57,26,16,289,0.024,1968,0.209,913,53,59,0.0968,0.0883,0.0983,VPS13,Vacuolar Protein Sorting
2130,S000004570,NE,NE,Non essential,4558,YML102W,chrXIII,68294,69700,1407,34,343,34,80,356,0.33899999999999997,166,0.11800000000000001,102,47,47,0.0725,0.0783,0.0783,CAC2,Chromatin Assembly Complex
2131,S000004578,NE,NE,Non essential,4550,YML110C,chrXIII,50031,50954,924,5,24,2,21,256,0.106,340,0.368,90,57,49,0.0974,0.095,0.0817,COQ5,COenzyme Q
2132,S000005734,NE,NE,Non essential,5862,YOR208W,chrXV,733925,736177,2253,9,284,21,11,235,0.085,917,0.40700000000000003,227,69,72,0.1008,0.115,0.12,PTP2,Protein Tyrosine Phosphatase
2133,S000005223,NE,NE,Non essential,5091,YNL279W,chrXIV,110917,112902,1986,30,673,21,18,492,0.154,206,0.10400000000000001,171,64,54,0.0861,0.1067,0.09,PRM1,Pheromone-Regulated Membrane protein
2134,S000004600,NE,NE,Non essential,4528,YML131W,chrXIII,10198,11295,1098,5,61,15,2,138,0.165,676,0.616,112,60,73,0.102,0.1,0.1217,,
2135,S000004604,NE,NE,Non essential,4672,YMR002W,chrXIII,272193,272663,471,24,813,78,36,506,0.504,61,0.13,32,44,69,0.0679,0.0733,0.115,MIX17,Mitochondrial Intermembrane space CX(n)C motif protein
2136,S000004606,NE,NE,Non essential,4674,YMR004W,chrXIII,274017,275552,1536,23,342,27,21,555,0.135,448,0.292,149,58,64,0.09699999999999999,0.0967,0.1067,MVP1,Multi-copy suppressor of vps1
2137,S000004521,NE,NE,Non essential,4610,YML057W,chrXIII,160180,161994,1815,21,279,44,20,542,0.107,410,0.226,161,53,68,0.0887,0.0883,0.1133,CMP2,CalModulin binding Protein
2138,S000003861,NE,NE,Non essential,3531,YJR100C,chrX,616351,617334,984,15,151,5,20,509,0.15,339,0.345,98,58,62,0.0996,0.0967,0.1033,AIM25,Altered Inheritance of Mitochondria
2139,S000005285,NE,NE,Non essential,5384,YNR002C,chrXIV,633008,633856,849,52,1696,43,44,657,0.466,96,0.113,55,61,53,0.0648,0.1017,0.0883,ATO2,Ammonia (Ammonium) Transport Outward
2140,S000002180,NE,NE,Non essential,996,YDL022W,chrIV,411825,413000,1176,26,402,63,31,429,0.258,147,0.125,94,34,85,0.0799,0.0567,0.1417,GPD1,Glycerol-3-Phosphate Dehydrogenase
2141,S000004546,NE,NE,Non essential,4584,YML081W,chrXIII,104777,108532,3756,21,179,19,11,318,0.08800000000000001,1362,0.363,394,45,54,0.1049,0.075,0.09,TDA9,Topoisomerase I Damage Affected
2142,S000003104,NE,NE,Non essential,2186,YGL136C,chrVII,252897,253859,963,17,216,7,23,260,0.33899999999999997,170,0.177,89,50,59,0.0924,0.0833,0.0983,MRM2,Mitochondrial rRNA Methyl transferase
2143,S000002760,NE,NE,Non essential,1385,YDR352W,chrIV,1181801,1182754,954,15,94,26,36,389,0.20199999999999999,186,0.195,73,65,59,0.0765,0.1083,0.0983,YPQ2,Yeast PQ-loop protein
2144,S000003582,NE,NE,Non essential,3390,YJL046W,chrX,352386,353615,1230,2,24,11,7,325,0.025,1103,0.897,132,57,69,0.1073,0.095,0.115,AIM22,Altered Inheritance rate of Mitochondria
2145,S000003580,NE,NE,Non essential,3392,YJL044C,chrX,358300,359676,1377,18,206,19,23,328,0.19899999999999998,547,0.397,145,44,52,0.1053,0.0733,0.0867,GYP6,Gtpase-activating protein of Ypt6 Protein
2146,S000003589,NE,NE,Non essential,3381,YJL053W,chrX,335898,337037,1140,2,4,12,31,274,0.032,509,0.446,104,70,52,0.0912,0.1167,0.0867,PEP8,carboxyPEPtidase Y-deficient
2147,S000002239,NE,NE,Non essential,935,YDL081C,chrIV,309802,310122,321,0,0,18,10,451,0.0,321,1.0,20,67,64,0.0623,0.1117,0.1067,RPP1A,Ribosomal Protein P1 Alpha
2148,S000003367,NE,NE,Non essential,2467,YGR135W,chrVII,761392,762168,777,7,26,14,22,400,0.113,305,0.39299999999999996,62,58,63,0.0798,0.0967,0.105,PRE9,PRoteinase yscE
2149,S000003365,NE,NE,Non essential,2465,YGR133W,chrVII,756896,757447,552,15,262,43,22,361,0.376,110,0.19899999999999998,48,52,69,0.087,0.0867,0.115,PEX4,PEroXin
2150,S000003364,NE,NE,Non essential,2464,YGR132C,chrVII,755589,756452,864,10,121,11,42,347,0.16699999999999998,331,0.38299999999999995,77,57,51,0.0891,0.095,0.085,PHB1,ProHiBitin
2151,S000000615,NE,NE,Non essential,666,YCR021C,chrIII,156109,157107,999,22,234,2,11,411,0.268,363,0.363,80,77,64,0.0801,0.1283,0.1067,HSP30,Heat Shock Protein
2152,S000002672,NE,NE,Non essential,1294,YDR264C,chrIV,996029,998323,2295,1,5,15,29,258,0.008,2209,0.963,205,65,55,0.0893,0.1083,0.0917,AKR1,AnKyrin Repeat containing
2153,S000000465,NE,NE,Non essential,529,YBR261C,chrII,734832,735530,699,15,221,11,20,279,0.385,175,0.25,41,60,56,0.0587,0.1,0.0933,TAE1,Translation Associated Element
2154,S000000464,NE,NE,Non essential,528,YBR260C,chrII,732639,734639,2001,8,61,2,15,281,0.071,650,0.325,186,70,47,0.09300000000000001,0.1167,0.0783,RGD1,Related GAP Domain
2155,S000000467,NE,NE,Non essential,531,YBR263W,chrII,736264,737736,1473,28,417,19,7,285,0.33299999999999996,242,0.16399999999999998,122,45,58,0.0828,0.075,0.0967,SHM1,Serine HydroxyMethyltransferase
2156,S000004322,NE,NE,Non essential,4373,YLR330W,chrXII,787664,789679,2016,17,416,17,49,695,0.061,627,0.311,175,58,62,0.0868,0.0967,0.1033,CHS5,CHitin Synthase-related
2157,S000000867,NE,NE,Non essential,1762,YER065C,chrV,285241,286914,1674,38,560,70,35,678,0.16699999999999998,203,0.121,129,47,54,0.0771,0.0783,0.09,ICL1,IsoCitrate Lyase
2158,S000000861,NE,NE,Non essential,1755,YER059W,chrV,272624,273886,1263,8,35,19,17,608,0.052000000000000005,376,0.298,121,62,64,0.0958,0.1033,0.1067,PCL6,Pho85 CycLin
2159,S000000553,NE,NE,Non essential,597,YCL048W,chrIII,42165,43556,1392,9,42,3,4,284,0.114,544,0.391,145,56,62,0.1042,0.0933,0.1033,SPS22,SPorulation Specific 2 too (2)
2160,S000000604,NE,NE,Non essential,653,YCR011C,chrIII,133724,136873,3150,25,391,21,33,431,0.092,455,0.14400000000000002,309,42,48,0.0981,0.07,0.08,ADP1,ATP-Dependent Permease
2161,S000000602,NE,NE,Non essential,651,YCR009C,chrIII,130745,131542,798,0,0,3,14,557,0.0,798,1.0,90,60,56,0.1128,0.1,0.0933,RVS161,Reduced Viability on Starvation
2162,S000000608,NE,NE,Non essential,657,YCR015C,chrIII,141217,142170,954,10,115,6,29,264,0.19899999999999998,284,0.298,115,62,65,0.1205,0.1033,0.1083,CTO1,Cold TOlerance
2163,S000006005,NE,NE,Non essential,6269,YPL084W,chrXVI,394038,396572,2535,0,0,6,5,201,0.0,2535,1.0,256,47,67,0.10099999999999999,0.0783,0.1117,BRO1,BCK1-like Resistance to Osmotic shock
2164,S000005251,NE,NE,Non essential,5063,YNL307C,chrXIV,56446,57573,1128,0,0,4,3,273,0.0,1128,1.0,107,65,51,0.0949,0.1083,0.085,MCK1,Meiosis and Centromere regulatory Kinase
2165,S000006007,NE,NE,Non essential,6267,YPL086C,chrXVI,384773,386446,1674,13,56,12,1,231,0.168,344,0.205,167,72,68,0.0998,0.12,0.1133,ELP3,ELongator Protein
2166,S000005492,NE,NE,Non essential,5501,YOL132W,chrXV,71300,72715,1416,14,127,11,12,275,0.18,459,0.324,142,61,53,0.1003,0.1017,0.0883,GAS4,Glycophospholipid-Anchored Surface protein
2167,S000005496,NE,NE,Non essential,5497,YOL136C,chrXV,67561,68754,1194,9,333,7,27,252,0.15,610,0.511,133,68,44,0.1114,0.1133,0.0733,PFK27,6-PhosphoFructo-2-Kinase
2168,S000000288,NE,NE,Non essential,330,YBR084W,chrII,411054,413981,2928,19,255,44,32,571,0.057,530,0.18100000000000002,244,54,60,0.0833,0.09,0.1,MIS1,MItochondrial C1-tetrahydrofolate Synthase
2169,S000001142,NE,NE,Non essential,2819,YHR100C,chrVIII,314116,314673,558,8,42,1,15,84,0.853,216,0.387,61,57,65,0.1093,0.095,0.1083,GEP4,GEnetic interactors of Prohibitins
2170,S000000285,NE,NE,Non essential,327,YBR081C,chrII,401253,405251,3999,3,18,7,14,470,0.008,3790,0.948,421,62,60,0.1053,0.1033,0.1,SPT7,SuPpressor of Ty's
2171,S000001645,NE,NE,Non essential,3662,YKL162C,chrXI,147630,148838,1209,3,8,21,26,391,0.032,541,0.447,128,58,60,0.1059,0.0967,0.1,,
2172,S000001643,NE,NE,Non essential,3664,YKL160W,chrXI,153269,153706,438,4,171,10,5,365,0.125,287,0.655,42,80,60,0.0959,0.1333,0.1,ELF1,ELongation Factor
2173,S000001640,NE,NE,Non essential,3666,YKL157W,chrXI,154991,158232,3242,52,459,15,27,440,0.182,424,0.131,312,59,62,0.0962,0.0983,0.1033,APE2,AminoPEptidase
2174,S000000133,NE,NE,Non essential,203,YBL037W,chrII,147209,150286,3078,29,236,21,5,301,0.157,520,0.16899999999999998,301,71,57,0.0978,0.1183,0.095,APL3,clathrin Adaptor Protein complex Large chain
2175,S000000132,NE,NE,Non essential,204,YBL036C,chrII,150447,151220,774,4,19,7,17,247,0.105,437,0.565,74,64,61,0.0956,0.1067,0.1017,,
2176,S000002971,NE,NE,Non essential,2325,YGL003C,chrVII,492474,494174,1701,24,101,23,33,519,0.136,437,0.257,145,69,59,0.0852,0.115,0.0983,CDH1,CDC20 Homolog
2177,S000002974,NE,NE,Non essential,2322,YGL006W,chrVII,485921,489442,3522,27,207,12,9,599,0.064,539,0.153,335,65,70,0.0951,0.1083,0.1167,PMC1,Plasma Membrane Calcium
2178,S000002977,NE,NE,Non essential,2317,YGL009C,chrVII,476313,478652,2340,56,1114,17,47,438,0.273,276,0.11800000000000001,236,63,59,0.1009,0.105,0.0983,LEU1,LEUcine biosynthesis
2179,S000004906,NE,NE,Non essential,4987,YMR292W,chrXIII,854795,855293,499,7,171,21,3,240,0.292,204,0.409,43,51,66,0.0862,0.085,0.11,GOT1,GOlgi Transport
2180,S000004905,NE,NE,Non essential,4986,YMR291W,chrXIII,852630,854390,1761,23,178,37,26,239,0.273,298,0.16899999999999998,152,49,49,0.0863,0.0817,0.0817,TDA1,Topoisomerase I Damage Affected
2181,S000004902,NE,NE,Non essential,4983,YMR289W,chrXIII,848685,849809,1125,15,159,5,14,215,0.31,202,0.18,118,59,71,0.1049,0.0983,0.1183,ABZ2,para-AminoBenZoic acid (PABA) biosynthesis
2182,S000004900,NE,NE,Non essential,4981,YMR287C,chrXIII,842436,845345,2910,0,0,9,1,262,0.0,2910,1.0,303,63,55,0.1041,0.105,0.0917,DSS1,Deletion of SUV3 Supressor
2183,S000003952,NE,NE,Non essential,3987,YLL029W,chrXII,81461,83710,2250,61,1728,12,42,347,0.391,845,0.376,187,56,45,0.0831,0.0933,0.075,FRA1,Fe Repressor of Activation
2184,S000003955,NE,NE,Non essential,3984,YLL032C,chrXII,74270,76747,2478,13,88,7,4,279,0.094,609,0.24600000000000002,264,67,69,0.1065,0.1117,0.115,,
2185,S000004539,NE,NE,Non essential,4591,YML074C,chrXIII,120089,121324,1236,9,165,15,18,309,0.11800000000000001,322,0.261,83,51,58,0.0672,0.085,0.0967,FPR3,Fk 506-sensitive Proline Rotamase
2186,S000005724,NE,NE,Non essential,5852,YOR198C,chrXV,718653,720065,1413,1,6,13,24,222,0.016,1323,0.9359999999999999,118,73,53,0.0835,0.1217,0.0883,BFR1,BreFeldin A Resistance
2187,S000005727,NE,NE,Non essential,5855,YOR201C,chrXV,720470,721708,1239,2,13,24,17,205,0.039,633,0.511,103,48,43,0.0831,0.08,0.0717,MRM1,Mitochondrial rRNA Methyltransferase
2188,S000004638,NE,NE,Non essential,4709,YMR035W,chrXIII,341142,341675,534,7,37,24,7,358,0.183,213,0.39899999999999997,50,51,60,0.0936,0.085,0.1,IMP2,Inner Membrane Protease
2189,S000005723,NE,NE,Non essential,5851,YOR197W,chrXV,717086,718384,1299,13,136,18,11,210,0.23800000000000002,400,0.308,120,52,65,0.0924,0.0867,0.1083,MCA1,MetaCAspase
2190,S000004631,NE,NE,Non essential,4701,YMR029C,chrXIII,328660,330231,1572,9,83,5,22,243,0.11800000000000001,553,0.35200000000000004,156,58,43,0.0992,0.0967,0.0717,FAR8,Factor ARrest
2191,S000005366,NE,NE,Non essential,5636,YOL006C,chrXV,313078,315387,2310,25,301,37,26,519,0.10400000000000001,894,0.387,201,49,50,0.087,0.0817,0.0833,TOP1,TOPoisomerase
2192,S000002198,NE,NE,Non essential,977,YDL040C,chrIV,378874,381438,2565,7,114,28,16,278,0.049,1347,0.525,246,53,62,0.0959,0.0883,0.1033,NAT1,N-terminal AcetylTransferase
2193,S000002193,NE,NE,Non essential,981,YDL035C,chrIV,389172,392057,2886,23,232,13,33,201,0.198,995,0.345,296,63,57,0.1026,0.105,0.095,GPR1,G-Protein coupled Receptor
2194,S000003124,NE,NE,Non essential,2166,YGL156W,chrVII,210416,213667,3252,25,248,8,2,241,0.159,852,0.262,305,62,65,0.0938,0.1033,0.1083,AMS1,Alpha-MannoSidase
2195,S000005232,NE,NE,Non essential,5082,YNL288W,chrXIV,90303,91424,1122,14,153,16,3,294,0.212,445,0.397,85,60,60,0.0758,0.1,0.1,CAF40,CCR4 Associated Factor
2196,S000005237,NE,NE,Non essential,5077,YNL293W,chrXIV,80640,82541,1902,19,232,17,8,281,0.17800000000000002,419,0.22,177,53,50,0.0931,0.0883,0.0833,MSB3,Multicopy Suppressor of Bud Emergence
2197,S000005236,NE,NE,Non essential,5078,YNL292W,chrXIV,82806,84017,1212,11,162,6,11,276,0.16399999999999998,340,0.281,102,62,72,0.0842,0.1033,0.12,PUS4,PseudoUridine Synthase
2198,S000005235,NE,NE,Non essential,5079,YNL291C,chrXIV,84169,85815,1647,8,44,13,8,286,0.085,303,0.184,157,53,56,0.0953,0.0883,0.0933,MID1,Mating pheromone-Induced Death
2199,S000003932,NE,NE,Non essential,4007,YLL009C,chrXII,131205,131414,210,0,0,15,9,192,0.0,210,1.0,14,51,63,0.0667,0.085,0.105,COX17,Cytochrome c OXidase
2200,S000003933,NE,NE,Non essential,4006,YLL010C,chrXII,129330,130613,1284,4,25,15,15,210,0.07400000000000001,722,0.562,101,64,52,0.0787,0.1067,0.0867,PSR1,Plasma membrane Sodium Response
2201,S000003936,NE,NE,Non essential,4003,YLL013C,chrXII,122075,124714,2640,38,527,5,23,267,0.27,485,0.184,245,61,54,0.0928,0.1017,0.09,PUF3,PUmilio-homology domain Family
2202,S000003937,NE,NE,Non essential,4002,YLL014W,chrXII,121322,121648,327,3,15,14,6,271,0.16899999999999998,213,0.6509999999999999,31,67,63,0.0948,0.1117,0.105,EMC6,ER Membrane protein Complex
2203,S000003935,NE,NE,Non essential,4004,YLL012W,chrXII,125534,127255,1722,26,433,32,8,229,0.33,399,0.23199999999999998,149,65,69,0.0865,0.1083,0.115,YEH1,Yeast steryl Ester Hydrolase
2204,S000003391,NE,NE,Non essential,2492,YGR159C,chrVII,806412,807656,1245,4,13,13,21,426,0.038,729,0.586,83,64,49,0.0667,0.1067,0.0817,NSR1,
2205,S000005929,NE,NE,Non essential,6346,YPL008W,chrXVI,539385,541970,2586,14,157,15,4,174,0.156,885,0.342,260,66,62,0.1005,0.11,0.1033,CHL1,CHromosome Loss
2206,S000003455,NE,NE,Non essential,2560,YGR223C,chrVII,940869,942215,1347,11,36,3,18,258,0.158,330,0.245,110,67,57,0.0817,0.1117,0.095,HSV2,Homologous with SVP1
2207,S000005923,NE,NE,Non essential,6352,YPL002C,chrXVI,553627,554328,702,3,59,18,23,517,0.040999999999999995,673,0.9590000000000001,73,53,57,0.10400000000000001,0.0883,0.095,SNF8,Sucrose NonFermenting
2208,S000003457,NE,NE,Non essential,2562,YGR225W,chrVII,945145,947019,1875,12,60,17,6,278,0.115,490,0.261,165,52,51,0.08800000000000001,0.0867,0.085,AMA1,Activator of Meiotic APC/C
2209,S000005922,NE,NE,Non essential,6353,YPL001W,chrXVI,554605,555729,1125,41,1076,11,30,537,0.33899999999999997,79,0.07,112,57,82,0.0996,0.095,0.1367,HAT1,Histone AcetylTransferase
2210,S000000450,NE,NE,Non essential,513,YBR246W,chrII,711591,712754,1164,8,133,13,6,369,0.09300000000000001,335,0.28800000000000003,122,56,61,0.1048,0.0933,0.1017,RRT2,Regulator of rDNA Transcription
2211,S000000452,NE,NE,Non essential,515,YBR248C,chrII,714807,716465,1659,32,455,8,16,312,0.309,234,0.141,151,62,59,0.091,0.1033,0.0983,HIS7,HIStidine requiring
2212,S000000453,NE,NE,Non essential,516,YBR249C,chrII,716882,717994,1113,12,123,18,54,327,0.165,226,0.203,99,61,67,0.0889,0.1017,0.1117,ARO4,AROmatic amino acid requiring
2213,S000002204,NE,NE,Non essential,970,YDL046W,chrIV,371240,371761,522,10,233,17,25,535,0.179,212,0.406,39,70,54,0.0747,0.1167,0.09,NPC2,Niemann Pick type C homolog
2214,S000000850,NE,NE,Non essential,1741,YER048C,chrV,246982,248157,1176,4,30,14,27,361,0.047,868,0.738,104,60,55,0.0884,0.1,0.0917,CAJ1,
2215,S000000851,NE,NE,Non essential,1743,YER049W,chrV,251728,253662,1935,12,119,26,3,472,0.066,523,0.27,197,51,56,0.1018,0.085,0.0933,TPA1,Termination and PolyAdenylation
2216,S000000853,NE,NE,Non essential,1745,YER051W,chrV,254656,256134,1479,7,47,8,11,459,0.052000000000000005,657,0.444,146,56,70,0.0987,0.0933,0.1167,JHD1,JmjC domain-containing Histone Demethylase
2217,S000000855,NE,NE,Non essential,1747,YER053C,chrV,258737,259639,903,15,153,13,40,614,0.135,207,0.22899999999999998,73,61,53,0.0808,0.1017,0.0883,PIC2,PI Carrier
2218,S000000857,NE,NE,Non essential,1750,YER055C,chrV,264892,265785,894,13,261,32,65,642,0.113,196,0.21899999999999997,81,50,67,0.0906,0.0833,0.1117,HIS1,HIStidine
2219,S000004771,NE,NE,Non essential,4843,YMR161W,chrXIII,577718,578392,675,7,62,25,10,234,0.222,164,0.243,65,51,71,0.0963,0.085,0.1183,HLJ1,HomoLogous to E. coli dnaJ protein
2220,S000000630,NE,NE,Non essential,681,YCR034W,chrIII,190592,191635,1044,10,67,14,5,184,0.26,423,0.405,96,64,58,0.092,0.1067,0.0967,ELO2,fatty acid ELOngation
2221,S000000632,NE,NE,Non essential,683,YCR036W,chrIII,193297,194298,1002,14,134,8,6,173,0.40399999999999997,212,0.212,105,65,54,0.1048,0.1083,0.09,RBK1,RiBoKinase
2222,S000000633,NE,NE,Non essential,684,YCR037C,chrIII,194414,197185,2772,29,995,9,21,190,0.275,707,0.255,254,66,63,0.0916,0.11,0.105,PHO87,PHOsphate metabolism
2223,S000007496,NE,NE,Non essential,2853,YHR132W-A,chrVIII,370054,370449,396,3,22,10,10,324,0.11699999999999999,227,0.573,37,52,66,0.0934,0.0867,0.11,IGO2,Initiation of G zerO
2224,S000004801,NE,NE,Non essential,4875,YMR189W,chrXIII,637500,640604,3105,27,389,19,16,281,0.155,417,0.134,281,51,60,0.0905,0.085,0.1,GCV2,GlyCine cleaVage
2225,S000001204,NE,NE,Non essential,2885,YHR161C,chrVIII,420373,422286,1914,21,323,15,55,238,0.23,477,0.249,164,61,50,0.0857,0.1017,0.0833,YAP1801,Yeast Assembly Polypeptide
2226,S000001146,NE,NE,Non essential,2823,YHR104W,chrVIII,323409,324392,984,5,20,17,9,163,0.156,338,0.34299999999999997,89,67,50,0.0904,0.1117,0.0833,GRE3,Genes de Respuesta a Estres (stress responsive genes)
2227,S000000147,NE,NE,Non essential,187,YBL051C,chrII,122753,124759,2007,5,22,12,2,255,0.049,831,0.414,197,71,51,0.0982,0.1183,0.085,PIN4,Psi+ INducibility
2228,S000000145,NE,NE,Non essential,189,YBL049W,chrII,126828,127244,417,3,54,17,12,287,0.125,186,0.446,41,45,60,0.0983,0.075,0.1,MOH1,
2229,S000000143,NE,NE,Non essential,191,YBL047C,chrII,127895,132040,4146,28,282,13,15,372,0.091,1215,0.293,334,61,60,0.0806,0.1017,0.1,EDE1,EH Domains and Endocytosis
2230,S000000148,NE,NE,Non essential,186,YBL052C,chrII,119379,121874,2496,6,47,16,10,243,0.049,1375,0.551,240,62,58,0.0962,0.1033,0.0967,SAS3,Something About Silencing
2231,S000005241,NE,NE,Non essential,5073,YNL297C,chrXIV,71673,76583,4911,0,0,5,7,326,0.0,4911,1.0,530,56,48,0.1079,0.0933,0.08,MON2,MONensin sensitivity
