,"id","Standard name","chrom","start","end","Length","Hits","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp","short name","description"
4921,"YOR127W","S000005653","chrXV",561170,564193,3024,32,455,28,18,602,0.088,407,0.135,295,59,66,0.0976,0.0983,0.11,"RGA1","Rho GTPase Activating Protein"
4922,"YOR128C","S000005654","chrXV",564476,566191,1716,35,575,16,25,478,0.213,236,0.138,159,65,72,0.0927,0.1083,0.12,"ADE2","ADEnine requiring"
4923,"YOR129C","S000005655","chrXV",566877,569558,2682,24,320,26,30,524,0.085,503,0.188,279,74,61,0.104,0.1233,0.1017,"AFI1","ArF3-Interacting protein"
4924,"YOR130C","S000005656","chrXV",569929,570807,879,16,190,29,42,539,0.169,155,0.176,74,63,53,0.0842,0.105,0.0883,"ORT1","ORnithine Transporter"
4925,"YOR131C","S000005657","chrXV",572182,572838,657,8,60,40,12,512,0.119,302,0.46,47,64,52,0.0715,0.1067,0.0867,,
4926,"YOR132W","S000005658","chrXV",573175,574830,1656,19,192,12,21,568,0.101,522,0.315,140,42,52,0.0845,0.07,0.0867,"VPS17","Vacuolar Protein Sorting"
4927,"YOR134W","S000005660","chrXV",578564,579793,1230,56,1135,35,40,639,0.356,191,0.155,115,43,59,0.0935,0.0717,0.0983,"BAG7",
4928,"YOR136W","S000005662","chrXV",580250,581359,1110,24,243,50,18,605,0.179,173,0.156,100,61,68,0.0901,0.1017,0.1133,"IDH2","Isocitrate DeHydrogenase"
4929,"YOR137C","S000005663","chrXV",581813,583681,1869,24,378,21,30,586,0.11,277,0.148,184,68,58,0.0984,0.1133,0.0967,"SIA1","Suppressor of eIF5A"
4930,"YOR138C","S000005664","chrXV",584309,586324,2016,68,1912,30,56,562,0.3,172,0.085,164,60,56,0.0813,0.1,0.0933,"RUP1","Rsp5-Ubp2 interacting Protein"
4931,"YOR140W","S000005666","chrXV",586981,589281,2301,40,627,55,24,535,0.162,304,0.132,168,54,59,0.073,0.09,0.0983,"SFL1","Suppressor gene for FLocculation"
4932,"YOR141C","S000005667","chrXV",589942,592587,2646,8,43,24,33,425,0.036,661,0.25,260,59,62,0.0983,0.0983,0.1033,"ARP8","Actin-Related Protein"
4933,"YOR142W","S000005668","chrXV",593057,594046,990,22,334,30,29,372,0.299,118,0.119,75,57,73,0.0758,0.095,0.1217,"LSC1","Ligase of Succinyl-CoA"
4934,"YOR143C","S000005669","chrXV",601383,602342,960,1,14,14,10,236,0.022,916,0.954,98,73,67,0.1021,0.1217,0.1117,"THI80","THIamine metabolism"
4935,"YOR144C","S000005670","chrXV",602717,605092,2376,23,306,7,15,235,0.206,516,0.217,238,71,48,0.1002,0.1183,0.08,"ELG1","Enhanced Level of Genomic instability"
4936,"YOR145C","S000005671","chrXV",605347,606171,825,0,0,18,19,158,0,825,1,57,58,64,0.0691,0.0967,0.1067,"PNO1","Partner of NOb1"
4937,"YOR147W","S000005673","chrXV",606607,608475,1869,5,32,17,13,209,0.064,1075,0.575,194,62,57,0.1038,0.1033,0.095,"MDM32","Mitochondrial Distribution and Morphology"
4938,"YOR148C","S000005674","chrXV",608640,609197,558,5,35,9,26,303,0.148,389,0.697,48,63,67,0.086,0.105,0.1117,"SPP2","Suppressor of PrP"
4939,"YOR149C","S000005675","chrXV",609838,611388,1551,0,0,26,28,450,0,1551,1,144,66,64,0.0928,0.11,0.1067,"SMP3","Stable Maintenance of pSRI"
4940,"YOR150W","S000005676","chrXV",611999,612490,492,0,0,28,6,454,0,492,1,49,64,87,0.0996,0.1067,0.145,"MRPL23","Mitochondrial Ribosomal Protein, Large subunit"
4941,"YOR151C","S000005677","chrXV",612997,616671,3675,2,5,5,13,534,0.005,3419,0.93,350,89,66,0.0952,0.1483,0.11,"RPB2","RNA Polymerase B"
4942,"YOR152C","S000005678","chrXV",617518,618288,771,11,84,32,74,521,0.137,172,0.223,87,62,46,0.1128,0.1033,0.0767,"ATG40","AuTophaGy related"
4943,"YOR153W","S000005679","chrXV",619840,624375,4536,107,2263,96,37,530,0.223,203,0.045,415,59,71,0.0915,0.0983,0.1183,"PDR5","Pleiotropic Drug Resistance"
4944,"YOR154W","S000005680","chrXV",624729,626492,1764,14,143,36,9,495,0.08,366,0.207,169,74,54,0.0958,0.1233,0.09,"SLP1","SUN-Like Protein"
4945,"YOR155C","S000005681","chrXV",626628,627980,1353,27,315,6,18,524,0.19,193,0.143,116,76,60,0.0857,0.1267,0.1,"ISN1","IMP-Specific 5'-Nucleotidase"
4946,"YOR156C","S000005682","chrXV",628360,630540,2181,22,238,21,14,610,0.083,320,0.147,211,57,50,0.0967,0.095,0.0833,"NFI1","Neck Filament Interacting"
4947,"YOR157C","S000005683","chrXV",630966,631751,786,1,15,15,4,397,0.016,776,0.987,51,53,61,0.0649,0.0883,0.1017,"PUP1","PUtative Proteasome subunit"
4948,"YOR158W","S000005684","chrXV",632164,633120,957,5,22,3,6,426,0.061,552,0.577,102,53,54,0.1066,0.0883,0.09,"PET123","PETite colonies"
4949,"YOR159C","S000005685","chrXV",633282,633566,285,0,0,10,0,418,0,285,1,27,68,59,0.0947,0.1133,0.0983,"SME1","Sm protein E"
4950,"YOR160W","S000005686","chrXV",633839,636757,2919,1,10,0,19,456,0.004,2916,0.999,295,56,67,0.1011,0.0933,0.1117,"MTR10","Mrna TRansport defective"
4951,"YOR161C","S000005687","chrXV",636939,638558,1620,41,1006,5,57,427,0.296,186,0.115,118,72,56,0.0728,0.12,0.0933,"PNS1","pH Nine Sensitive"
4952,"YOR161C-C","S000028712","chrXV",639121,639267,147,24,487,52,39,424,1.925,28,0.19,11,57,53,0.0748,0.095,0.0883,,
4953,"YOR162C","S000005688","chrXV",639560,641992,2433,43,587,69,30,438,0.202,267,0.11,233,47,58,0.0958,0.0783,0.0967,"YRR1","Yeast Reveromycin-A Resistant"
4954,"YOR163W","S000005689","chrXV",642741,643307,567,8,30,43,20,429,0.164,281,0.496,50,57,71,0.0882,0.095,0.1183,"DDP1","Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase"
4955,"YOR164C","S000005690","chrXV",643394,644332,939,13,81,17,25,456,0.152,216,0.23,103,59,58,0.1097,0.0983,0.0967,"GET4","Guided Entry Tail-anchored proteins"
4956,"YOR165W","S000005691","chrXV",644566,646896,2331,25,314,20,11,487,0.11,530,0.227,224,56,74,0.0961,0.0933,0.1233,"SEY1","Synthetic Enhancement of YOP1"
4957,"YOR166C","S000005692","chrXV",647126,648502,1377,29,637,10,40,514,0.205,219,0.159,148,60,55,0.1075,0.1,0.0917,"SWT1","Synthetically lethal With Trex"
4958,"YOR167C","S000005693","chrXV",648804,649007,204,5,58,40,16,475,0.258,89,0.436,14,62,70,0.0686,0.1033,0.1167,"RPS28A","Ribosomal Protein of the Small subunit"
4959,"YOR168W","S000005694","chrXV",649303,651732,2430,0,0,22,29,433,0,2430,1,257,59,72,0.1058,0.0983,0.12,"GLN4","GLutamiNe metabolism"
4960,"YOR171C","S000005697","chrXV",652010,653884,1875,21,251,18,36,432,0.13,538,0.287,170,78,45,0.0907,0.13,0.075,"LCB4","Long-Chain Base"
4961,"YOR172W","S000005698","chrXV",654210,656570,2361,25,400,32,26,396,0.134,340,0.144,226,48,47,0.0957,0.08,0.0783,"YRM1","Yeast Reveromycin resistance Modulator"
4962,"YOR173W","S000005699","chrXV",657264,658325,1062,23,423,24,6,383,0.283,162,0.153,98,48,54,0.0923,0.08,0.09,"DCS2","DeCapping Scavenger"
4963,"YOR174W","S000005700","chrXV",658747,659601,855,3,38,9,6,341,0.051,652,0.763,75,60,64,0.0877,0.1,0.1067,"MED4","MEDiator complex"
4964,"YOR175C","S000005701","chrXV",659815,661674,1860,20,229,7,31,478,0.112,381,0.205,186,49,57,0.1,0.0817,0.095,"ALE1","Acyltransferase for Lyso-phosphatidylEthanolamine"
4965,"YOR176W","S000005702","chrXV",662401,663582,1182,6,129,29,26,518,0.049,553,0.468,115,59,68,0.0973,0.0983,0.1133,"HEM15","HEMe biosynthesis"
4966,"YOR177C","S000005703","chrXV",665785,667179,1395,24,357,9,21,528,0.163,342,0.245,128,70,70,0.0918,0.1167,0.1167,"MPC54","Meiotic Plaque Component"
4967,"YOR178C","S000005704","chrXV",667860,670241,2382,18,105,23,31,589,0.064,565,0.237,245,71,55,0.1029,0.1183,0.0917,"GAC1","Glycogen ACcumulation"
4968,"YOR179C","S000005705","chrXV",671845,672411,567,16,313,73,30,640,0.22,107,0.189,48,52,52,0.0847,0.0867,0.0867,"SYC1","Similar to Ysh1 C-terminal"
4969,"YOR180C","S000005706","chrXV",674352,675167,816,3,16,31,25,727,0.025,484,0.593,81,68,60,0.0993,0.1133,0.1,"DCI1","delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase"
4970,"YOR181W","S000005707","chrXV",675939,677840,1902,13,336,17,22,758,0.045,565,0.297,140,72,67,0.0736,0.12,0.1117,"LAS17",
4971,"YOR182C","S000005708","chrXV",678191,678793,603,4,14,22,65,724,0.046,283,0.469,67,65,63,0.1111,0.1083,0.105,"RPS30B","Ribosomal Protein of the Small subunit"
4972,"YOR183W","S000005709","chrXV",678872,679261,390,58,1627,6,12,726,1.024,44,0.113,34,77,59,0.0872,0.1283,0.0983,"FYV12","Function required for Yeast Viability"
4973,"YOR184W","S000005710","chrXV",679357,680544,1188,21,238,63,15,783,0.113,247,0.208,119,63,53,0.1002,0.105,0.0883,"SER1","SERine requiring"
4974,"YOR185C","S000005711","chrXV",681444,682106,663,23,284,20,57,673,0.258,128,0.193,54,63,53,0.0814,0.105,0.0883,"GSP2","Genetic Suppressor of Prp20-1"
4975,"YOR186W","S000005712","chrXV",683111,683545,435,30,1073,51,44,627,0.55,64,0.147,35,54,62,0.0805,0.09,0.1033,,
4976,"YOR187W","S000005713","chrXV",684030,685343,1314,9,36,56,34,599,0.057,305,0.232,125,54,62,0.0951,0.09,0.1033,"TUF1",
4977,"YOR188W","S000005714","chrXV",685767,689180,3414,37,558,33,35,604,0.09,354,0.104,316,65,69,0.0926,0.1083,0.115,"MSB1","Multicopy Suppression of a Budding defect"
4978,"YOR189W","S000005715","chrXV",689624,689974,351,5,107,34,25,504,0.141,192,0.547,21,73,57,0.0598,0.1217,0.095,"IES4","Ino Eighty Subunit"
4979,"YOR190W","S000005716","chrXV",690695,692032,1338,23,178,22,34,576,0.149,328,0.245,134,61,67,0.1001,0.1017,0.1117,"SPR1","SPorulation Regulated"
4980,"YOR191W","S000005717","chrXV",692475,697334,4860,36,312,31,7,513,0.072,650,0.134,434,66,65,0.0893,0.11,0.1083,"ULS1","Ubiquitin Ligase for SUMO conjugates"
4981,"YOR192C","S000005718","chrXV",698768,700567,1800,25,407,8,37,351,0.198,267,0.148,170,56,42,0.0944,0.0933,0.07,"THI72","THI7 homolog 2"
4982,"YOR193W","S000005719","chrXV",710446,711576,1131,14,143,26,3,308,0.201,290,0.256,122,65,55,0.1079,0.1083,0.0917,"PEX27","PEroXisome related"
4983,"YOR194C","S000005720","chrXV",711683,712543,861,1,10,9,7,282,0.021,858,0.997,77,62,49,0.0894,0.1033,0.0817,"TOA1",
4984,"YOR195W","S000005721","chrXV",712866,715331,2466,20,176,4,8,308,0.132,381,0.155,262,50,62,0.1062,0.0833,0.1033,"SLK19","Synthetic Lethal Kar3p"
4985,"YOR196C","S000005722","chrXV",715593,716837,1245,15,126,5,37,310,0.194,266,0.214,100,67,54,0.0803,0.1117,0.09,"LIP5","LIPoic acid"
4986,"YOR197W","S000005723","chrXV",717086,718384,1299,25,309,32,13,325,0.296,234,0.18,120,52,65,0.0924,0.0867,0.1083,"MCA1","MetaCAspase"
4987,"YOR198C","S000005724","chrXV",718653,720065,1413,2,8,16,33,343,0.021,1209,0.856,118,73,53,0.0835,0.1217,0.0883,"BFR1","BreFeldin A Resistance"
4988,"YOR201C","S000005727","chrXV",720470,721708,1239,8,44,32,24,310,0.104,468,0.378,103,48,43,0.0831,0.08,0.0717,"MRM1","Mitochondrial rRNA Methyltransferase"
4989,"YOR202W","S000005728","chrXV",721946,722608,663,14,208,19,39,293,0.36,185,0.279,47,48,44,0.0709,0.08,0.0733,"HIS3","HIStidine"
4990,"YOR204W","S000005730","chrXV",722911,724725,1815,3,85,46,16,316,0.026,1181,0.651,124,54,58,0.0683,0.09,0.0967,"DED1","Defines Essential Domain"
4991,"YOR205C","S000005731","chrXV",725564,727234,1671,24,131,20,6,327,0.22,402,0.241,153,71,69,0.0916,0.1183,0.115,"GEP3","GEnetic interactors of Prohibitins"
4992,"YOR206W","S000005732","chrXV",727512,729644,2133,3,30,14,15,305,0.023,1955,0.917,203,63,65,0.0952,0.105,0.1083,"NOC2","NucleOlar Complex associated"
4993,"YOR207C","S000005733","chrXV",730008,733457,3450,1,1,18,29,405,0.004,2162,0.627,340,63,59,0.0986,0.105,0.0983,"RET1","Reduced Efficiency of Termination"
4994,"YOR208W","S000005734","chrXV",733925,736177,2253,13,320,28,16,361,0.08,917,0.407,227,69,72,0.1008,0.115,0.12,"PTP2","Protein Tyrosine Phosphatase"
4995,"YOR209C","S000005735","chrXV",736437,737726,1290,16,160,17,15,354,0.175,216,0.167,134,70,61,0.1039,0.1167,0.1017,"NPT1","Nicotinate PhosphoribosylTransferase"
4996,"YOR210W","S000005736","chrXV",738320,738532,213,0,0,16,7,344,0,213,1,21,62,68,0.0986,0.1033,0.1133,"RPB10","RNA Polymerase B"
4997,"YOR211C","S000005737","chrXV",738924,741569,2646,1,9,7,5,372,0.005,2381,0.9,285,64,61,0.1077,0.1067,0.1017,"MGM1","Mitochondrial Genome Maintenance"
4998,"YOR212W","S000005738","chrXV",742910,744181,1272,39,775,85,9,386,0.397,193,0.152,106,57,64,0.0833,0.095,0.1067,"STE4","STErile"
4999,"YOR213C","S000005739","chrXV",744535,745281,747,12,176,23,19,400,0.201,220,0.295,65,62,52,0.087,0.1033,0.0867,"SAS5","Something About Silencing"
5000,"YOR214C","S000005740","chrXV",745593,746303,711,7,100,21,10,416,0.118,249,0.35,70,42,61,0.0985,0.07,0.1017,"SPR2","SPorulation-Regulated"
5001,"YOR215C","S000005741","chrXV",746725,747282,558,6,28,11,20,403,0.133,209,0.375,56,58,57,0.1004,0.0967,0.095,"AIM41","Altered Inheritance of Mitochondria"
5002,"YOR216C","S000005742","chrXV",747525,748979,1455,18,138,19,14,485,0.128,241,0.166,145,50,56,0.0997,0.0833,0.0933,"RUD3","Relieves Uso1-1 transport Defect"
5003,"YOR217W","S000005743","chrXV",749301,751886,2586,18,229,19,7,586,0.059,1439,0.556,223,60,69,0.0862,0.1,0.115,"RFC1","Replication Factor C"
5004,"YOR219C","S000005745","chrXV",752214,755009,2796,26,315,14,40,731,0.064,404,0.144,247,54,63,0.0883,0.09,0.105,"STE13","STErile"
5005,"YOR220W","S000005746","chrXV",755328,756125,798,13,146,40,13,569,0.143,215,0.269,79,49,67,0.099,0.0817,0.1117,"RCN2","Regulator of CalciNeurin"
5006,"YOR221C","S000005747","chrXV",756476,757558,1083,7,69,19,55,576,0.056,580,0.536,102,58,54,0.0942,0.0967,0.09,"MCT1","Malonyl-CoA:ACP Transferase"
5007,"YOR222W","S000005748","chrXV",758330,759253,924,47,1933,54,51,626,0.406,194,0.21,83,55,64,0.0898,0.0917,0.1067,"ODC2","OxoDicarboxylate Carrier"
5008,"YOR223W","S000005749","chrXV",759782,760660,879,16,139,55,4,729,0.125,176,0.2,70,66,58,0.0796,0.11,0.0967,"DSC3","Defective for SREBP Cleavage"
5009,"YOR224C","S000005750","chrXV",760825,761265,441,0,0,8,25,755,0,441,1,39,48,50,0.0884,0.08,0.0833,"RPB8","RNA Polymerase B"
5010,"YOR226C","S000005752","chrXV",761614,762084,471,33,747,6,112,767,0.457,90,0.191,29,57,50,0.0616,0.095,0.0833,"ISU2","IscU homolog"
5011,"YOR227W","S000005753","chrXV",762825,766565,3741,32,308,88,24,858,0.05,974,0.26,355,44,68,0.0949,0.0733,0.1133,"HER1","Hmg2p ER Remodeling"
5012,"YOR228C","S000005754","chrXV",766869,767777,909,26,669,18,60,804,0.178,150,0.165,79,75,50,0.0869,0.125,0.0833,"MCP1","Mdm10 Complementing Protein"
5013,"YOR229W","S000005755","chrXV",768409,769812,1404,42,779,60,62,824,0.182,334,0.238,109,50,49,0.0776,0.0833,0.0817,"WTM2","WD repeat containing Transcriptional Modulator"
5014,"YOR230W","S000005756","chrXV",770800,772113,1314,40,692,73,43,814,0.187,196,0.149,116,52,58,0.0883,0.0867,0.0967,"WTM1","WD repeat containing Transcriptional Modulator"
5015,"YOR231W","S000005757","chrXV",772601,774127,1527,28,502,46,8,695,0.132,229,0.15,143,62,61,0.0936,0.1033,0.1017,"MKK1","Mitogen-activated protein Kinase-Kinase"
5016,"YOR232W","S000005758","chrXV",774573,775259,687,1,2,8,22,702,0.01,683,0.994,75,67,74,0.1092,0.1117,0.1233,"MGE1","Mitochondrial GrpE"
5017,"YOR233W","S000005759","chrXV",775846,778248,2403,48,600,23,12,735,0.136,299,0.124,210,72,60,0.0874,0.12,0.1,"KIN4","KINase"
5018,"YOR234C","S000005760","chrXV",778555,779405,851,24,323,15,68,642,0.22,131,0.154,70,63,50,0.0823,0.105,0.0833,"RPL33B","Ribosomal Protein of the Large subunit"
5019,"YOR236W","S000005762","chrXV",780906,781541,636,0,0,52,32,533,0,636,1,49,57,46,0.077,0.095,0.0767,"DFR1","DihydroFolate Reductase"
5020,"YOR237W","S000005763","chrXV",781994,783298,1305,13,339,30,20,520,0.096,479,0.367,117,41,61,0.0897,0.0683,0.1017,"HES1","Homologous to kES1"
5021,"YOR238W","S000005764","chrXV",783677,784588,912,12,70,19,25,461,0.143,419,0.459,85,66,53,0.0932,0.11,0.0883,,
5022,"YOR239W","S000005765","chrXV",784857,786744,1888,23,202,30,14,501,0.122,370,0.196,168,54,54,0.089,0.09,0.09,"ABP140","Actin Binding Protein"
5023,"YOR241W","S000005767","chrXV",786995,788641,1647,13,63,10,7,578,0.068,364,0.221,151,46,77,0.0917,0.0767,0.1283,"MET7","METhionine requiring"
5024,"YOR242C","S000005768","chrXV",788742,789857,1116,19,116,3,21,544,0.156,236,0.211,133,56,58,0.1192,0.0933,0.0967,"SSP2","Sporulation SPecific"
5025,"YOR243C","S000005769","chrXV",790211,792241,2031,33,712,13,4,445,0.183,292,0.144,207,62,62,0.1019,0.1033,0.1033,"PUS7","PseudoUridine Synthase"
5026,"YOR244W","S000005770","chrXV",792531,793868,1338,2,36,5,10,406,0.018,1274,0.952,111,64,65,0.083,0.1067,0.1083,"ESA1",
5027,"YOR245C","S000005771","chrXV",794076,795332,1257,11,82,5,29,405,0.108,442,0.352,131,50,53,0.1042,0.0833,0.0883,"DGA1","DiacylGlycerol Acyltransferase"
5028,"YOR246C","S000005772","chrXV",795801,796793,993,27,314,25,73,362,0.376,263,0.265,70,50,45,0.0705,0.0833,0.075,"ENV9","late ENdosome and Vacuole interface function"
5029,"YOR247W","S000005773","chrXV",797676,798308,633,20,237,46,17,354,0.446,154,0.243,34,48,67,0.0537,0.08,0.1117,"SRL1","Suppressor of Rad53 null Lethality"
5030,"YOR249C","S000005775","chrXV",798674,800731,2058,4,53,20,1,350,0.028,2036,0.989,237,57,62,0.1152,0.095,0.1033,"APC5","Anaphase Promoting Complex"
5031,"YOR250C","S000005776","chrXV",800970,802307,1338,0,0,1,11,318,0,1338,1,136,63,53,0.1016,0.105,0.0883,"CLP1","CLeavage/Polyadenylation factor Ia subunit"
5032,"YOR251C","S000005777","chrXV",802550,803464,915,20,740,2,27,314,0.348,160,0.175,89,69,50,0.0973,0.115,0.0833,"TUM1","ThioUridine Modification"
5033,"YOR252W","S000005778","chrXV",803667,804203,537,8,102,30,16,315,0.236,390,0.726,45,63,64,0.0838,0.105,0.1067,"TMA16","Translation Machinery Associated"
5034,"YOR253W","S000005779","chrXV",804377,804907,531,14,124,8,5,304,0.434,86,0.162,58,52,70,0.1092,0.0867,0.1167,"NAT5","N-terminal AcetylTransferase"
5035,"YOR254C","S000005780","chrXV",805032,807023,1992,2,6,17,9,314,0.016,1958,0.983,218,66,58,0.1094,0.11,0.0967,"SEC63","SECretory"
5036,"YOR255W","S000005781","chrXV",807271,808107,837,11,205,2,4,200,0.329,231,0.276,89,63,56,0.1063,0.105,0.0933,"OSW1","Outer Spore Wall"
5037,"YOR256C","S000005782","chrXV",808254,810683,2430,1,2,7,0,247,0.008,2415,0.994,248,68,57,0.1021,0.1133,0.095,"TRE2","Transferrrin REceptor like"
5038,"YOR257W","S000005783","chrXV",811008,811493,486,0,0,0,16,257,0,486,1,47,69,62,0.0967,0.115,0.1033,"CDC31","Cell Division Cycle"
5039,"YOR258W","S000005784","chrXV",811671,812324,654,13,115,7,11,269,0.369,145,0.222,71,58,61,0.1086,0.0967,0.1017,"HNT3","Histidine triad NucleoTide-binding"
5040,"YOR259C","S000005785","chrXV",812395,813708,1314,0,0,21,1,290,0,1314,1,111,72,45,0.0845,0.12,0.075,"RPT4","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
5041,"YOR260W","S000005786","chrXV",813984,815720,1737,3,13,1,10,330,0.026,1393,0.802,162,50,70,0.0933,0.0833,0.1167,"GCD1","General Control Derepressed"
5042,"YOR261C","S000005787","chrXV",815915,816931,1017,2,9,11,0,365,0.027,962,0.946,106,58,56,0.1042,0.0967,0.0933,"RPN8","Regulatory Particle Non-ATPase"
5043,"YOR262W","S000005788","chrXV",817292,818335,1044,2,32,0,45,389,0.025,974,0.933,94,58,66,0.09,0.0967,0.11,"GPN2","Gly-Pro-Asn (N) motif"
5044,"YOR264W","S000005790","chrXV",818866,820158,1293,23,259,46,24,393,0.226,202,0.156,116,64,55,0.0897,0.1067,0.0917,"DSE3","Daughter Specific Expression"
5045,"YOR265W","S000005791","chrXV",820454,820774,321,5,30,24,26,398,0.196,168,0.523,32,62,71,0.0997,0.1033,0.1183,"RBL2","Rescues Beta-tubulin Lethality"
5046,"YOR266W","S000005792","chrXV",821023,822294,1272,16,98,25,13,477,0.132,262,0.206,138,69,59,0.1085,0.115,0.0983,"PNT1","PeNTamidine resistance"
5047,"YOR267C","S000005793","chrXV",822588,824867,2280,39,507,17,33,514,0.166,401,0.176,201,72,60,0.0882,0.12,0.1,"HRK1","Hygromycin Resistance Kinase"
5048,"YOR268C","S000005794","chrXV",825534,825932,399,39,1015,35,47,526,0.929,48,0.12,21,58,55,0.0526,0.0967,0.0917,,
5049,"YOR269W","S000005795","chrXV",826385,827869,1485,18,169,51,16,714,0.085,297,0.2,122,50,63,0.0822,0.0833,0.105,"PAC1","Perish in the Absence of Cin8p"
5050,"YOR270C","S000005796","chrXV",828052,830574,2523,26,219,15,30,758,0.068,457,0.181,246,60,68,0.0975,0.1,0.1133,"VPH1","Vacuolar pH"
5051,"YOR271C","S000005797","chrXV",831059,832042,984,22,330,26,83,701,0.159,155,0.158,72,65,41,0.0732,0.1083,0.0683,"FSF1","Fungal SideroFlexin 1"
5052,"YOR272W","S000005798","chrXV",832813,834195,1383,0,0,58,19,755,0,1383,1,118,50,61,0.0853,0.0833,0.1017,"YTM1",
5053,"YOR273C","S000005799","chrXV",834452,836431,1980,34,385,6,94,786,0.109,201,0.102,151,64,47,0.0763,0.1067,0.0783,"TPO4","Transporter of POlyamines"
5054,"YOR274W","S000005800","chrXV",837674,838960,1287,35,338,81,14,710,0.192,273,0.212,129,55,61,0.1002,0.0917,0.1017,"MOD5","tRNA MODification"
5055,"YOR275C","S000005801","chrXV",839084,841069,1986,19,327,20,32,778,0.061,485,0.244,188,62,53,0.0947,0.1033,0.0883,"RIM20","Regulator of IME2"
5056,"YOR276W","S000005802","chrXV",841333,841818,486,20,138,24,37,733,0.281,118,0.243,37,63,63,0.0761,0.105,0.105,"CAF20","Cap Associated Factor"
5057,"YOR278W","S000005804","chrXV",842817,843644,828,6,34,61,6,673,0.054,700,0.845,81,58,51,0.0978,0.0967,0.085,"HEM4","HEMe biosynthesis"
5058,"YOR279C","S000005805","chrXV",843698,844630,933,15,271,0,15,706,0.114,276,0.296,84,53,62,0.09,0.0883,0.1033,"RFM1","Repression Factor of Middle sporulation element"
5059,"YOR280C","S000005806","chrXV",844992,845792,801,15,114,17,28,705,0.133,107,0.134,71,77,61,0.0886,0.1283,0.1017,"FSH3","Family of Serine Hydrolases"
5060,"YOR281C","S000005807","chrXV",846269,847129,861,3,15,27,21,690,0.025,820,0.952,74,63,59,0.0859,0.105,0.0983,"PLP2","Phosducin-Like Protein"
5061,"YOR283W","S000005809","chrXV",847453,848145,693,25,348,7,24,537,0.336,159,0.229,77,45,63,0.1111,0.075,0.105,,
5062,"YOR284W","S000005810","chrXV",848478,849209,732,18,367,23,43,479,0.257,155,0.212,74,65,59,0.1011,0.1083,0.0983,"HUA2",
5063,"YOR285W","S000005811","chrXV",849635,850054,420,16,431,38,26,454,0.42,73,0.174,36,58,50,0.0857,0.0967,0.0833,"RDL1","RhoDanese-Like protein"
5064,"YOR286W","S000005812","chrXV",850280,850729,450,11,254,33,10,464,0.263,255,0.567,35,54,57,0.0778,0.09,0.095,"RDL2","RhoDanese-Like protein"
5065,"YOR287C","S000005813","chrXV",850937,851839,903,1,3,17,8,499,0.011,896,0.992,83,50,65,0.0919,0.0833,0.1083,"RRP36","Ribosomal RNA Processing"
5066,"YOR288C","S000005814","chrXV",852121,853077,957,9,152,6,24,455,0.103,444,0.464,90,62,65,0.094,0.1033,0.1083,"MPD1","Multicopy suppressor of PDI1 deletion"
5067,"YOR289W","S000005815","chrXV",853357,854112,756,21,433,23,23,387,0.359,123,0.163,77,57,58,0.1019,0.095,0.0967,,
5068,"YOR290C","S000005816","chrXV",855147,860258,5112,6,47,18,16,502,0.012,4455,0.871,467,73,65,0.0914,0.1217,0.1083,"SNF2","Sucrose NonFermenting"
5069,"YOR291W","S000005817","chrXV",861175,865593,4419,33,238,39,15,386,0.097,493,0.112,407,68,67,0.0921,0.1133,0.1117,"YPK9","Yeast PARK9"
5070,"YOR292C","S000005818","chrXV",865653,866582,930,17,272,9,25,303,0.302,147,0.158,94,57,56,0.1011,0.095,0.0933,,
5071,"YOR293W","S000005819","chrXV",867098,867852,755,9,55,27,26,373,0.16,251,0.332,65,58,67,0.0861,0.0967,0.1117,"RPS10A","Ribosomal Protein of the Small subunit"
5072,"YOR293C-A","S000028858","chrXV",867998,868147,150,15,335,16,2,409,1.222,36,0.24,20,53,56,0.1333,0.0883,0.0933,,
5073,"YOR294W","S000005820","chrXV",868340,868951,612,1,10,29,7,467,0.017,539,0.881,52,64,65,0.085,0.1067,0.1083,"RRS1","Regulator of Ribosome Synthesis"
5074,"YOR295W","S000005821","chrXV",869208,869894,687,7,61,6,38,478,0.107,186,0.271,67,54,68,0.0975,0.09,0.1133,"UAF30","Upstream Activation Factor subunit"
5075,"YOR296W","S000005822","chrXV",870202,874071,3870,36,209,36,24,750,0.062,265,0.068,368,65,78,0.0951,0.1083,0.13,,
5076,"YOR297C","S000005823","chrXV",874743,875321,579,2,12,22,25,741,0.023,495,0.855,60,74,49,0.1036,0.1233,0.0817,"TIM18","Translocase of the Inner Mitochondrial membrane"
5077,"YOR298W","S000005824","chrXV",875599,877038,1440,29,652,24,28,753,0.134,335,0.233,144,56,44,0.1,0.0933,0.0733,"MUM3","MUddled Meiosis"
5078,"YOR298C-A","S000007253","chrXV",877230,877685,456,18,364,30,93,715,0.276,74,0.162,28,62,43,0.0614,0.1033,0.0717,"MBF1","Multiprotein Bridging Factor"
