,Standard name,Sc∆ essentiality,Sp∆ essentiality,Final usage in training,Unnamed: 0,id,chrom,start,end,Length,Hits,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,short name,description
2169,S000001142,NE,NE,Non essential,2819,YHR100C,chrVIII,314116,314673,558,8,79,3,24,136,0.527,216,0.387,61,57,65,0.1093,0.095,0.1083,GEP4,GEnetic interactors of Prohibitins
2170,S000000285,NE,NE,Non essential,327,YBR081C,chrII,401253,405251,3999,6,98,15,17,714,0.011000000000000001,3745,0.9359999999999999,421,62,60,0.1053,0.1033,0.1,SPT7,SuPpressor of Ty's
2171,S000001645,NE,NE,Non essential,3662,YKL162C,chrXI,147630,148838,1209,5,74,29,36,636,0.033,454,0.376,128,58,60,0.1059,0.0967,0.1,,
2172,S000001643,NE,NE,Non essential,3664,YKL160W,chrXI,153269,153706,438,11,289,26,12,610,0.20600000000000002,142,0.324,42,80,60,0.0959,0.1333,0.1,ELF1,ELongation Factor
2173,S000001640,NE,NE,Non essential,3666,YKL157W,chrXI,154991,158232,3242,78,1151,27,47,725,0.166,350,0.10800000000000001,312,59,62,0.0962,0.0983,0.1033,APE2,AminoPEptidase
2174,S000000133,NE,NE,Non essential,203,YBL037W,chrII,147209,150286,3078,46,566,35,15,481,0.155,233,0.076,301,71,57,0.0978,0.1183,0.095,APL3,clathrin Adaptor Protein complex Large chain
2175,S000000132,NE,NE,Non essential,204,YBL036C,chrII,150447,151220,774,11,89,12,28,391,0.182,252,0.326,74,64,61,0.0956,0.1067,0.1017,,
2176,S000002971,NE,NE,Non essential,2325,YGL003C,chrVII,492474,494174,1701,37,195,35,49,832,0.131,247,0.145,145,69,59,0.0852,0.115,0.0983,CDH1,CDC20 Homolog
2177,S000002974,NE,NE,Non essential,2322,YGL006W,chrVII,485921,489442,3522,43,426,21,13,941,0.065,539,0.153,335,65,70,0.0951,0.1083,0.1167,PMC1,Plasma Membrane Calcium
2178,S000002977,NE,NE,Non essential,2317,YGL009C,chrVII,476313,478652,2340,84,2666,32,72,677,0.265,205,0.08800000000000001,236,63,59,0.1009,0.105,0.0983,LEU1,LEUcine biosynthesis
2179,S000004906,NE,NE,Non essential,4987,YMR292W,chrXIII,854795,855293,499,11,235,28,4,363,0.304,139,0.27899999999999997,43,51,66,0.0862,0.085,0.11,GOT1,GOlgi Transport
2180,S000004905,NE,NE,Non essential,4986,YMR291W,chrXIII,852630,854390,1761,38,369,56,35,359,0.301,297,0.16899999999999998,152,49,49,0.0863,0.0817,0.0817,TDA1,Topoisomerase I Damage Affected
2181,S000004902,NE,NE,Non essential,4983,YMR289W,chrXIII,848685,849809,1125,20,305,12,17,325,0.27399999999999997,202,0.18,118,59,71,0.1049,0.0983,0.1183,ABZ2,para-AminoBenZoic acid (PABA) biosynthesis
2182,S000004900,NE,NE,Non essential,4981,YMR287C,chrXIII,842436,845345,2910,0,0,12,4,380,0.0,2910,1.0,303,63,55,0.1041,0.105,0.0917,DSS1,Deletion of SUV3 Supressor
2183,S000003952,NE,NE,Non essential,3987,YLL029W,chrXII,81461,83710,2250,89,3292,18,60,559,0.354,795,0.353,187,56,45,0.0831,0.0933,0.075,FRA1,Fe Repressor of Activation
2184,S000003955,NE,NE,Non essential,3984,YLL032C,chrXII,74270,76747,2478,25,234,8,11,433,0.11599999999999999,445,0.18,264,67,69,0.1065,0.1117,0.115,,
2185,S000004539,NE,NE,Non essential,4591,YML074C,chrXIII,120089,121324,1236,15,321,18,32,500,0.121,302,0.244,83,51,58,0.0672,0.085,0.0967,FPR3,Fk 506-sensitive Proline Rotamase
2186,S000005724,NE,NE,Non essential,5852,YOR198C,chrXV,718653,720065,1413,2,8,16,33,343,0.021,1209,0.856,118,73,53,0.0835,0.1217,0.0883,BFR1,BreFeldin A Resistance
2187,S000005727,NE,NE,Non essential,5855,YOR201C,chrXV,720470,721708,1239,8,44,32,24,310,0.10400000000000001,468,0.37799999999999995,103,48,43,0.0831,0.08,0.0717,MRM1,Mitochondrial rRNA Methyltransferase
2188,S000004638,NE,NE,Non essential,4709,YMR035W,chrXIII,341142,341675,534,10,62,30,12,526,0.17800000000000002,213,0.39899999999999997,50,51,60,0.0936,0.085,0.1,IMP2,Inner Membrane Protease
2189,S000005723,NE,NE,Non essential,5851,YOR197W,chrXV,717086,718384,1299,25,309,32,13,325,0.29600000000000004,234,0.18,120,52,65,0.0924,0.0867,0.1083,MCA1,MetaCAspase
2190,S000004631,NE,NE,Non essential,4701,YMR029C,chrXIII,328660,330231,1572,18,198,9,33,392,0.146,256,0.163,156,58,43,0.0992,0.0967,0.0717,FAR8,Factor ARrest
2191,S000005366,NE,NE,Non essential,5636,YOL006C,chrXV,313078,315387,2310,43,629,46,35,776,0.12,672,0.29100000000000004,201,49,50,0.087,0.0817,0.0833,TOP1,TOPoisomerase
2192,S000002198,NE,NE,Non essential,977,YDL040C,chrIV,378874,381438,2565,13,154,40,23,424,0.06,1141,0.445,246,53,62,0.0959,0.0883,0.1033,NAT1,N-terminal AcetylTransferase
2193,S000002193,NE,NE,Non essential,981,YDL035C,chrIV,389172,392057,2886,29,404,15,50,304,0.165,995,0.345,296,63,57,0.1026,0.105,0.095,GPR1,G-Protein coupled Receptor
2194,S000003124,NE,NE,Non essential,2166,YGL156W,chrVII,210416,213667,3252,48,469,15,4,373,0.198,518,0.159,305,62,65,0.0938,0.1033,0.1083,AMS1,Alpha-MannoSidase
2195,S000005232,NE,NE,Non essential,5082,YNL288W,chrXIV,90303,91424,1122,16,269,21,11,446,0.16,438,0.39,85,60,60,0.0758,0.1,0.1,CAF40,CCR4 Associated Factor
2196,S000005237,NE,NE,Non essential,5077,YNL293W,chrXIV,80640,82541,1902,30,548,25,11,449,0.17600000000000002,380,0.2,177,53,50,0.0931,0.0883,0.0833,MSB3,Multicopy Suppressor of Bud Emergence
2197,S000005236,NE,NE,Non essential,5078,YNL292W,chrXIV,82806,84017,1212,17,212,11,17,429,0.163,340,0.281,102,62,72,0.0842,0.1033,0.12,PUS4,PseudoUridine Synthase
2198,S000005235,NE,NE,Non essential,5079,YNL291C,chrXIV,84169,85815,1647,13,77,17,10,447,0.08800000000000001,303,0.184,157,53,56,0.0953,0.0883,0.0933,MID1,Mating pheromone-Induced Death
2199,S000003932,NE,NE,Non essential,4007,YLL009C,chrXII,131205,131414,210,2,6,28,15,322,0.14800000000000002,120,0.5710000000000001,14,51,63,0.0667,0.085,0.105,COX17,Cytochrome c OXidase
2200,S000003933,NE,NE,Non essential,4006,YLL010C,chrXII,129330,130613,1284,13,83,19,28,353,0.14300000000000002,398,0.31,101,64,52,0.0787,0.1067,0.0867,PSR1,Plasma membrane Sodium Response
2201,S000003936,NE,NE,Non essential,4003,YLL013C,chrXII,122075,124714,2640,64,1167,7,41,433,0.28,293,0.111,245,61,54,0.0928,0.1017,0.09,PUF3,PUmilio-homology domain Family
2202,S000003937,NE,NE,Non essential,4002,YLL014W,chrXII,121322,121648,327,4,34,25,9,437,0.14,213,0.6509999999999999,31,67,63,0.0948,0.1117,0.105,EMC6,ER Membrane protein Complex
2203,S000003935,NE,NE,Non essential,4004,YLL012W,chrXII,125534,127255,1722,41,677,52,9,375,0.317,392,0.228,149,65,69,0.0865,0.1083,0.115,YEH1,Yeast steryl Ester Hydrolase
2204,S000003391,NE,NE,Non essential,2492,YGR159C,chrVII,806412,807656,1245,8,184,19,34,664,0.048,579,0.465,83,64,49,0.0667,0.1067,0.0817,NSR1,
2205,S000005929,NE,NE,Non essential,6346,YPL008W,chrXVI,539385,541970,2586,22,202,25,7,280,0.152,529,0.205,260,66,62,0.1005,0.11,0.1033,CHL1,CHromosome Loss
2206,S000003455,NE,NE,Non essential,2560,YGR223C,chrVII,940869,942215,1347,18,75,6,25,398,0.168,330,0.245,110,67,57,0.0817,0.1117,0.095,HSV2,Homologous with SVP1
2207,S000005923,NE,NE,Non essential,6352,YPL002C,chrXVI,553627,554328,702,5,104,31,33,781,0.046,668,0.9520000000000001,73,53,57,0.10400000000000001,0.0883,0.095,SNF8,Sucrose NonFermenting
2208,S000003457,NE,NE,Non essential,2562,YGR225W,chrVII,945145,947019,1875,26,190,26,10,447,0.155,299,0.159,165,52,51,0.08800000000000001,0.0867,0.085,AMA1,Activator of Meiotic APC/C
2209,S000005922,NE,NE,Non essential,6353,YPL001W,chrXVI,554605,555729,1125,58,1598,14,40,811,0.318,72,0.064,112,57,82,0.0996,0.095,0.1367,HAT1,Histone AcetylTransferase
2210,S000000450,NE,NE,Non essential,513,YBR246W,chrII,711591,712754,1164,21,220,19,9,565,0.16,214,0.184,122,56,61,0.1048,0.0933,0.1017,RRT2,Regulator of rDNA Transcription
2211,S000000452,NE,NE,Non essential,515,YBR248C,chrII,714807,716465,1659,50,831,12,28,486,0.31,234,0.141,151,62,59,0.091,0.1033,0.0983,HIS7,HIStidine requiring
2212,S000000453,NE,NE,Non essential,516,YBR249C,chrII,716882,717994,1113,24,305,30,77,517,0.209,150,0.135,99,61,67,0.0889,0.1017,0.1117,ARO4,AROmatic amino acid requiring
2213,S000002204,NE,NE,Non essential,970,YDL046W,chrIV,371240,371761,522,17,438,29,35,828,0.19699999999999998,72,0.138,39,70,54,0.0747,0.1167,0.09,NPC2,Niemann Pick type C homolog
2214,S000000850,NE,NE,Non essential,1741,YER048C,chrV,246982,248157,1176,15,160,28,41,593,0.10800000000000001,623,0.53,104,60,55,0.0884,0.1,0.0917,CAJ1,
2215,S000000851,NE,NE,Non essential,1743,YER049W,chrV,251728,253662,1935,23,233,35,4,757,0.079,352,0.182,197,51,56,0.1018,0.085,0.0933,TPA1,Termination and PolyAdenylation
2216,S000000853,NE,NE,Non essential,1745,YER051W,chrV,254656,256134,1479,17,153,12,21,738,0.078,264,0.17800000000000002,146,56,70,0.0987,0.0933,0.1167,JHD1,JmjC domain-containing Histone Demethylase
2217,S000000855,NE,NE,Non essential,1747,YER053C,chrV,258737,259639,903,24,289,26,65,931,0.14300000000000002,173,0.192,73,61,53,0.0808,0.1017,0.0883,PIC2,PI Carrier
2218,S000000857,NE,NE,Non essential,1750,YER055C,chrV,264892,265785,894,26,582,48,100,964,0.151,126,0.141,81,50,67,0.0906,0.0833,0.1117,HIS1,HIStidine
2219,S000004771,NE,NE,Non essential,4843,YMR161W,chrXIII,577718,578392,675,12,167,40,13,383,0.23199999999999998,164,0.243,65,51,71,0.0963,0.085,0.1183,HLJ1,HomoLogous to E. coli dnaJ protein
2220,S000000630,NE,NE,Non essential,681,YCR034W,chrIII,190592,191635,1044,13,115,20,6,288,0.21600000000000003,263,0.252,96,64,58,0.092,0.1067,0.0967,ELO2,fatty acid ELOngation
2221,S000000632,NE,NE,Non essential,683,YCR036W,chrIII,193297,194298,1002,21,291,8,10,276,0.38,212,0.212,105,65,54,0.1048,0.1083,0.09,RBK1,RiBoKinase
2222,S000000633,NE,NE,Non essential,684,YCR037C,chrIII,194414,197185,2772,40,1510,13,41,302,0.239,593,0.214,254,66,63,0.0916,0.11,0.105,PHO87,PHOsphate metabolism
2223,S000007496,NE,NE,Non essential,2853,YHR132W-A,chrVIII,370054,370449,396,5,127,18,17,530,0.11900000000000001,227,0.573,37,52,66,0.0934,0.0867,0.11,IGO2,Initiation of G zerO
2224,S000004801,NE,NE,Non essential,4875,YMR189W,chrXIII,637500,640604,3105,44,1015,29,26,437,0.162,344,0.111,281,51,60,0.0905,0.085,0.1,GCV2,GlyCine cleaVage
2225,S000001204,NE,NE,Non essential,2885,YHR161C,chrVIII,420373,422286,1914,39,647,22,78,364,0.28,190,0.099,164,61,50,0.0857,0.1017,0.0833,YAP1801,Yeast Assembly Polypeptide
2226,S000001146,NE,NE,Non essential,2823,YHR104W,chrVIII,323409,324392,984,12,66,25,12,270,0.226,194,0.19699999999999998,89,67,50,0.0904,0.1117,0.0833,GRE3,Genes de Respuesta a Estres (stress responsive genes)
2227,S000000147,NE,NE,Non essential,187,YBL051C,chrII,122753,124759,2007,9,82,16,4,394,0.057,655,0.326,197,71,51,0.0982,0.1183,0.085,PIN4,Psi+ INducibility
2228,S000000145,NE,NE,Non essential,189,YBL049W,chrII,126828,127244,417,3,54,22,18,429,0.084,186,0.446,41,45,60,0.0983,0.075,0.1,MOH1,
2229,S000000143,NE,NE,Non essential,191,YBL047C,chrII,127895,132040,4146,45,632,19,23,562,0.09699999999999999,642,0.155,334,61,60,0.0806,0.1017,0.1,EDE1,EH Domains and Endocytosis
2230,S000000148,NE,NE,Non essential,186,YBL052C,chrII,119379,121874,2496,14,165,25,14,393,0.071,666,0.267,240,62,58,0.0962,0.1033,0.0967,SAS3,Something About Silencing
2231,S000005241,NE,NE,Non essential,5073,YNL297C,chrXIV,71673,76583,4911,3,6,17,11,526,0.006,3236,0.659,530,56,48,0.1079,0.0933,0.08,MON2,MONensin sensitivity
2232,S000002941,NE,NE,Non essential,1579,YDR533C,chrIV,1501447,1502160,714,30,435,16,43,681,0.308,136,0.19,68,69,59,0.0952,0.115,0.0983,HSP31,Heat-Shock Protein
2233,S000004915,NE,NE,Non essential,4996,YMR300C,chrXIII,865559,867091,1533,30,310,14,23,379,0.258,155,0.10099999999999999,138,64,63,0.09,0.1067,0.105,ADE4,ADEnine requiring
2234,S000004917,NE,NE,Non essential,4998,YMR302C,chrXIII,870073,872625,2553,26,231,29,48,461,0.11,414,0.162,219,63,48,0.0858,0.105,0.08,YME2,Yeast Mitochondrial Escape
2235,S000004910,NE,NE,Non essential,4991,YMR295C,chrXIII,858297,858890,594,11,145,9,17,426,0.217,108,0.182,39,60,61,0.0657,0.1,0.1017,,Ilm1p BInding
2236,S000004378,NE,NE,Non essential,4434,YLR386W,chrXII,893628,896270,2643,13,118,12,17,423,0.057999999999999996,769,0.29100000000000004,262,43,53,0.0991,0.0717,0.0883,VAC14,VACuole morphology and inheritance mutant
2237,S000005531,NE,NE,Non essential,5646,YOR005C,chrXV,334509,337343,2835,69,627,12,19,631,0.193,200,0.071,258,53,66,0.091,0.0883,0.11,DNL4,DNA Ligase
2238,S000005532,NE,NE,Non essential,5647,YOR006C,chrXV,337680,338621,942,12,103,19,33,562,0.113,236,0.251,79,65,56,0.0839,0.1083,0.0933,TSR3,Twenty S rRNA accumulation
2239,S000005533,NE,NE,Non essential,5648,YOR007C,chrXV,338938,339978,1041,22,322,31,31,570,0.185,170,0.163,93,57,72,0.0893,0.095,0.12,SGT2,Small Glutamine-rich Tetratricopeptide repeat-containing protein
2240,S000003949,NE,NE,Non essential,3990,YLL026W,chrXII,88623,91349,2727,50,767,30,25,729,0.126,341,0.125,256,64,66,0.0939,0.1067,0.11,HSP104,Heat Shock Protein
2241,S000003946,NE,NE,Non essential,3993,YLL023C,chrXII,97997,98836,840,23,407,40,26,551,0.248,220,0.262,65,71,50,0.0774,0.1183,0.0833,POM33,"POre Membrane, 33 kDa"
2242,S000003944,NE,NE,Non essential,3995,YLL021W,chrXII,100947,105347,4401,29,245,33,9,621,0.053,638,0.145,365,59,68,0.0829,0.0983,0.1133,SPA2,Spindle Pole Antigen
2243,S000003942,NE,NE,Non essential,3997,YLL019C,chrXII,105686,107899,2214,36,546,7,72,502,0.162,211,0.095,185,69,42,0.0836,0.115,0.07,KNS1,Kinase Next to SPA2
2244,S000000880,NE,NE,Non essential,1780,YER078C,chrV,316807,318342,1536,30,483,19,51,581,0.168,442,0.28800000000000003,151,66,62,0.0983,0.11,0.1033,ICP55,Intermediate Cleaving Peptidase
2245,S000004623,NE,NE,Non essential,4693,YMR021C,chrXIII,317165,318418,1254,2,5,9,15,535,0.015,973,0.7759999999999999,112,69,55,0.0893,0.115,0.0917,MAC1,Metal binding ACtivator
2246,S000004621,NE,NE,Non essential,4691,YMR019W,chrXIII,312156,315005,2850,50,1058,30,16,775,0.113,614,0.215,282,58,55,0.0989,0.0967,0.0917,STB4,Sin Three Binding protein
2247,S000004625,NE,NE,Non essential,4695,YMR023C,chrXIII,319437,321017,1581,26,218,13,28,485,0.17,292,0.185,164,73,77,0.1037,0.1217,0.1283,MSS1,Mitochondrial Splicing System
2248,S000004624,NE,NE,Non essential,4694,YMR022W,chrXIII,318680,319177,498,8,72,9,13,510,0.157,131,0.263,55,47,68,0.1104,0.0783,0.1133,UBC7,UBiquitin-Conjugating enzyme
2249,S000004629,NE,NE,Non essential,4699,YMR027W,chrXIII,325877,327289,1413,21,611,40,4,383,0.19399999999999998,440,0.311,121,43,65,0.0856,0.0717,0.1083,,
2250,S000004628,NE,NE,Non essential,4698,YMR026C,chrXIII,324236,325435,1200,17,347,6,43,402,0.17600000000000002,429,0.358,109,67,45,0.0908,0.1117,0.075,PEX12,PEroXin
2251,S000002743,NE,NE,Non essential,1368,YDR335W,chrIV,1141168,1144842,3675,23,237,29,24,328,0.095,672,0.183,383,60,78,0.1042,0.1,0.13,MSN5,Multicopy suppressor of SNf1 mutation
2252,S000007605,NE,NE,Non essential,1417,YDR379C-A,chrIV,1233278,1233517,240,7,37,4,56,695,0.21,71,0.29600000000000004,27,66,56,0.1125,0.11,0.0933,SDH6,
2253,S000001473,NE,NE,Non essential,3190,YIR034C,chrIX,419615,420736,1122,17,235,19,16,481,0.158,321,0.28600000000000003,96,76,48,0.0856,0.1267,0.08,LYS1,LYSine requiring
2254,S000002160,NE,NE,Non essential,1017,YDL002C,chrIV,446967,447578,612,23,476,31,49,754,0.249,90,0.147,59,73,51,0.0964,0.1217,0.085,NHP10,Non-Histone Protein
2255,S000005399,NE,NE,Non essential,5599,YOL039W,chrXV,254297,254617,321,11,110,42,30,376,0.456,105,0.327,22,40,64,0.0685,0.0667,0.1067,RPP2A,Ribosomal Protein P2 Alpha
2256,S000002164,NE,NE,Non essential,1013,YDL006W,chrIV,439909,440754,846,2,9,17,33,695,0.017,741,0.8759999999999999,84,74,69,0.0993,0.1233,0.115,PTC1,Phosphatase type Two C
2257,S000005390,NE,NE,Non essential,5609,YOL030W,chrXV,268187,269641,1455,30,948,56,8,465,0.222,159,0.109,130,55,64,0.0893,0.0917,0.1067,GAS5,Glycophospholipid-Anchored Surface protein
2258,S000005392,NE,NE,Non essential,5607,YOL032W,chrXV,265429,266169,741,9,134,16,5,473,0.128,203,0.27399999999999997,66,65,69,0.0891,0.1083,0.115,OPI10,OverProducer of Inositol
2259,S000003247,NE,NE,Non essential,2342,YGR015C,chrVII,521090,522076,987,18,318,29,40,738,0.124,399,0.40399999999999997,97,62,68,0.0983,0.1033,0.1133,EAT1,Ethanol AcetylTransferase
2260,S000005249,NE,NE,Non essential,5065,YNL305C,chrXIV,58898,59791,894,16,299,2,50,513,0.174,168,0.188,60,66,47,0.0671,0.11,0.0783,BXI1,BaX Inhibitor
2261,S000005714,NE,NE,Non essential,5841,YOR188W,chrXV,685767,689180,3414,37,558,33,35,604,0.09,354,0.10400000000000001,316,65,69,0.0926,0.1083,0.115,MSB1,Multicopy Suppression of a Budding defect
2262,S000005818,NE,NE,Non essential,5946,YOR292C,chrXV,865653,866582,930,17,272,9,25,303,0.302,147,0.158,94,57,56,0.1011,0.095,0.0933,,
2263,S000003162,NE,NE,Non essential,2127,YGL194C,chrVII,140368,141726,1359,24,570,23,24,470,0.188,215,0.158,113,69,61,0.0831,0.115,0.1017,HOS2,Hda One Similar
2264,S000002706,NE,NE,Non essential,1328,YDR298C,chrIV,1058176,1058814,639,3,10,37,30,359,0.065,281,0.44,62,75,59,0.09699999999999999,0.125,0.0983,ATP5,ATP synthase
2265,S000004116,NE,NE,Non essential,4144,YLR126C,chrXII,394765,395520,756,10,85,2,17,429,0.154,185,0.245,77,51,66,0.1019,0.085,0.11,,
2266,S000002701,NE,NE,Non essential,1323,YDR293C,chrIV,1045640,1049392,3753,18,83,4,13,461,0.052000000000000005,1016,0.271,331,61,52,0.0882,0.1017,0.0867,SSD1,Suppressor of SIT4 Deletion
2267,S000002663,NE,NE,Non essential,1285,YDR255C,chrIV,966557,967822,1266,19,166,5,29,697,0.10800000000000001,289,0.228,136,67,61,0.1074,0.1117,0.1017,RMD5,Required for Meiotic nuclear Division
2268,S000002708,NE,NE,Non essential,1330,YDR300C,chrIV,1061505,1062791,1287,1,203,10,7,335,0.012,1279,0.9940000000000001,128,69,51,0.0995,0.115,0.085,PRO1,PROline requiring
2269,S000003381,NE,NE,Non essential,2482,YGR149W,chrVII,789031,790329,1299,22,498,57,9,820,0.10300000000000001,194,0.149,146,71,60,0.1124,0.1183,0.1,GPC1,GlyceroPhosphoCholine acyltransferase
2270,S000004970,NE,NE,Non essential,5356,YNL025C,chrXIV,584320,585291,972,8,40,8,18,639,0.064,329,0.33799999999999997,100,70,58,0.1029,0.1167,0.0967,SSN8,Suppressor of SNf1
2271,S000003384,NE,NE,Non essential,2485,YGR152C,chrVII,794674,795492,819,12,178,16,40,820,0.08900000000000001,181,0.221,73,64,68,0.0891,0.1067,0.1133,RSR1,RaS-Related
2272,S000003389,NE,NE,Non essential,2490,YGR157W,chrVII,802440,805049,2610,29,240,73,6,764,0.073,560,0.215,287,61,60,0.11,0.1017,0.1,CHO2,CHOline requiring
2273,S000004977,NE,NE,Non essential,5349,YNL032W,chrXIV,574506,575351,846,20,150,26,26,578,0.205,211,0.249,86,64,72,0.1017,0.1067,0.12,SIW14,Synthetic Interaction with Whi2
2274,S000004976,NE,NE,Non essential,5350,YNL031C,chrXIV,575640,576050,411,13,117,21,113,595,0.266,110,0.268,36,77,37,0.0876,0.1283,0.0617,HHT2,Histone H Three
2275,S000004975,NE,NE,Non essential,5351,YNL030W,chrXIV,576727,577038,312,22,479,112,22,624,0.565,53,0.17,21,40,59,0.0673,0.0667,0.0983,HHF2,Histone H Four
2276,S000000954,NE,NE,Non essential,1869,YER152C,chrV,472657,473988,1332,21,132,10,23,320,0.24600000000000002,318,0.239,85,44,25,0.0638,0.0733,0.0417,,
2277,S000001150,NE,NE,Non essential,2827,YHR108W,chrVIII,328303,330060,1758,17,121,1,8,383,0.126,214,0.122,153,64,69,0.087,0.1067,0.115,GGA2,"Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein"
2278,S000005861,NE,NE,Non essential,5994,YOR334W,chrXV,944596,946008,1413,12,38,8,7,177,0.24,491,0.34700000000000003,134,43,72,0.0948,0.0717,0.12,MRS2,Mitochondrial RNA Splicing
2279,S000005864,NE,NE,Non essential,5998,YOR337W,chrXV,954344,956623,2280,36,805,31,25,245,0.322,311,0.136,205,56,54,0.0899,0.0933,0.09,TEA1,Ty Enhancer Activator
2280,S000005865,NE,NE,Non essential,5999,YOR338W,chrXV,956898,957989,1092,17,328,26,17,286,0.272,237,0.217,108,55,58,0.0989,0.0917,0.0967,,
2281,S000001773,NE,NE,Non essential,3902,YKR065C,chrXI,565299,565892,594,5,36,13,16,424,0.099,196,0.33,49,60,69,0.0825,0.1,0.115,PAM17,Presequence translocase-Associated Motor
2282,S000000449,NE,NE,Non essential,512,YBR245C,chrII,708150,711539,3390,33,325,10,18,633,0.077,662,0.195,321,70,59,0.0947,0.1167,0.0983,ISW1,Imitation SWitch subfamily
2283,S000000443,NE,NE,Non essential,506,YBR239C,chrII,698354,699943,1590,29,716,28,26,412,0.221,233,0.147,123,49,58,0.0774,0.0817,0.0967,ERT1,Ethanol Regulated Transcription factor
2284,S000000846,NE,NE,Non essential,1735,YER044C,chrV,237570,238016,447,1,9,18,38,518,0.022000000000000002,447,1.0,36,59,48,0.0805,0.0983,0.08,ERG28,ERGosterol biosynthesis
2285,S000000844,NE,NE,Non essential,1733,YER042W,chrV,234937,235491,555,16,467,26,11,552,0.261,116,0.209,53,51,64,0.0955,0.085,0.1067,MXR1,peptide Methionine sulfoXide Reductase
2286,S000000843,NE,NE,Non essential,1732,YER041W,chrV,232461,234740,2280,29,337,15,28,615,0.10300000000000001,403,0.177,217,71,57,0.0952,0.1183,0.095,YEN1,
2287,S000000842,NE,NE,Non essential,1731,YER040W,chrV,229795,231987,2193,22,628,39,16,566,0.08900000000000001,392,0.179,186,52,72,0.0848,0.0867,0.12,GLN3,GLutamiNe metabolism
2288,S000000849,NE,NE,Non essential,1740,YER047C,chrV,243810,246503,2694,30,204,14,28,630,0.08800000000000001,279,0.10400000000000001,237,61,57,0.08800000000000001,0.1017,0.095,SAP1,Sin1 Associated Protein
2289,S000000848,NE,NE,Non essential,1738,YER046W,chrV,243180,243611,432,10,70,40,9,584,0.198,132,0.306,35,52,64,0.081,0.0867,0.1067,SPO73,SPOrulation
2290,S000000629,NE,NE,Non essential,680,YCR033W,chrIII,186489,190169,3681,34,319,38,21,488,0.095,417,0.113,334,56,70,0.0907,0.0933,0.1167,SNT1,SaNT domains
2291,S000000628,NE,NE,Non essential,679,YCR032W,chrIII,179520,186023,6504,54,504,38,34,521,0.08,584,0.09,691,55,61,0.1062,0.0917,0.1017,BPH1,Beige Protein Homolog
2292,S000000623,NE,NE,Non essential,675,YCR028C,chrIII,170886,172424,1539,8,62,1,17,729,0.036000000000000004,680,0.442,140,64,74,0.091,0.1067,0.1233,FEN2,FENpropimorph resistance
2293,S000000621,NE,NE,Non essential,673,YCR026C,chrIII,164111,166339,2229,78,1909,92,46,671,0.261,188,0.084,205,43,65,0.092,0.0717,0.1083,NPP1,ecto-Nucleotide Pyrophosphatase/Phosphodiesterase
2294,S000000772,NE,NE,Non essential,1630,YEL046C,chrV,67629,68792,1164,4,47,32,28,661,0.026000000000000002,916,0.787,82,63,44,0.0704,0.105,0.0733,GLY1,GLYcine requiring
2295,S000007253,NE,NE,Non essential,5954,YOR298C-A,chrXV,877230,877685,456,18,364,30,93,715,0.276,74,0.162,28,62,43,0.0614,0.1033,0.0717,MBF1,Multiprotein Bridging Factor
2296,S000003420,NE,NE,Non essential,2524,YGR188C,chrVII,872044,875109,3066,6,53,21,26,555,0.018000000000000002,1383,0.451,298,62,66,0.0972,0.1033,0.11,BUB1,Budding Uninhibited by Benzimidazole
2297,S000004571,NE,NE,Non essential,4557,YML103C,chrXIII,62582,67549,4968,57,681,12,54,631,0.091,485,0.098,556,65,58,0.1119,0.1083,0.0967,NUP188,NUclear Pore
2298,S000003425,NE,NE,Non essential,2529,YGR193C,chrVII,884509,885741,1233,19,228,101,40,661,0.11699999999999999,440,0.35700000000000004,107,54,61,0.0868,0.09,0.1017,PDX1,Pyruvate Dehydrogenase complex protein X
2299,S000003426,NE,NE,Non essential,2530,YGR194C,chrVII,886073,887875,1803,30,412,39,33,668,0.125,378,0.21,158,61,63,0.0876,0.1017,0.105,XKS1,XyluloKinaSe
2300,S000000157,NE,NE,Non essential,176,YBL061C,chrII,105316,107406,2091,19,207,6,46,513,0.08900000000000001,534,0.255,208,61,56,0.0995,0.1017,0.0933,SKT5,
2301,S000000156,NE,NE,Non essential,177,YBL060W,chrII,107932,109995,2064,18,223,46,7,499,0.087,480,0.233,193,60,59,0.0935,0.1,0.0983,YEL1,Yeast EFA6-Like
2302,S000000151,NE,NE,Non essential,183,YBL055C,chrII,115573,116829,1257,18,275,16,45,402,0.17800000000000002,391,0.311,108,70,46,0.0859,0.1167,0.0767,,
2303,S000000153,NE,NE,Non essential,181,YBL057C,chrII,112801,113427,627,15,181,11,24,371,0.322,177,0.282,45,45,41,0.0718,0.075,0.0683,PTH2,Peptidyl-Trna Hydrolase
2304,S000002957,NE,NE,Non essential,1693,YER007C-A,chrV,166237,166885,649,15,304,12,26,460,0.251,134,0.20600000000000002,63,66,61,0.0971,0.11,0.1017,TMA20,Translation Machinery Associated
