,Unnamed: 0_x,Standard name,Common name,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description,Unnamed: 0_y,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp,hits_per_targets,freq_hit_targets,short name,description
4605,6212,S000003639,GSM1,12,154,1857,0.133409122639,1,406,0.218632202477,0.218632188563,0.149955842245,ORF,"Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism, based on patterns of expression and sequence analysis
",3328,YJL103C,chrX,229025,230881,199,63,43,1857,0.107162089391492,0.126,0.086,0.060301507537689,0.000670397601201,GSM1,Glucose Starvation Modulator
4606,6213,S000002968,LSB3,7,25,1474,0.171310935441,8,420,0.304347826087,0.304345542108,0.140369426348,ORF,"Protein containing a C-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; protein abundance increases in response to DNA replication stress; LSB3 has a paralog, YSC84, that arose from the whole genome duplication
",2015,YFR024C-A,chrVI,201960,203433,133,70,42,1474,0.090230664857531,0.14,0.084,0.052631578947369,0.001288052146173,LSB3,Las Seventeen Binding protein
4607,6214,S000002969,ERG26,1,3,1050,0.0224285714286,0,1046,0.99619047619,0.995987824172,0,ORF,"C-3 sterol dehydrogenase; catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; human homolog NSDHL implicated in CK syndrome, and can complement yeast null mutant; molecular target of natural product and antifungal compound FR171456
",2327,YGL001C,chrVII,495453,496502,104,63,50,1050,0.099047619047619,0.126,0.1,0.009615384615385,0.00021565934066,ERG26,ERGosterol biosynthesis
4608,6215,S000003638,MEF2,9,32,2460,0.0843343295093,3,652,0.265040650407,0.265040650366,0.128052944608,ORF,"Mitochondrial elongation factor involved in translational elongation
",3329,YJL102W,chrX,231301,233760,239,45,56,2460,0.097154471544716,0.09,0.112,0.03765690376569,0.000352863303386,MEF2,Mitochondrial Elongation Factor
4609,6216,S000003278,TAM41,2,95,1158,0.0387794252111,2,954,0.823834196891,0.823777276396,0,ORF,"Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import, likely due to altered membrane lipid composition
",2375,YGR046W,chrVII,584895,586052,126,53,59,1158,0.10880829015544,0.106,0.118,0.015873015873016,0.000307773215961,TAM41,Translocator Assembly and Maintenance
4610,6217,S000002960,AIM11,6,46,489,0.352320675105,4,125,0.30193236715,0.270148131183,0.247873433536,ORF,"Protein of unknown function; null mutant is viable but shows increased loss of mitochondrial genome and synthetic interaction with prohibitin (phb1); contains an intron; SWAT-GFP and mCherry fusion proteins localize to the mitochondria; YER093C-A has a paralog, YBL059W, that arose from the whole genome duplication
",1805,YER093C-A,chrV,347912,348400,44,42,52,489,0.08997955010225,0.084,0.104,0.136363636363636,0.008007288070568,AIM11,Altered Inheritance rate of Mitochondria
4611,6219,S000002722,RAD34,12,327,2079,0.126391326391,3,465,0.223665223665,0.223665222119,0.128995243322,ORF,"Protein involved in nucleotide excision repair (NER); homologous to RAD4
",1344,YDR314C,chrIV,1090433,1092511,210,40,47,2079,0.101010101010101,0.08,0.094,0.057142857142857,0.000601863459005,RAD34,Homologous to RAD4
4612,6221,S000002965,SMX2,0,0,234,0,1,234,1,0.584190522935,0,ORF,"Core Sm protein Sm G; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx3p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm G
",1968,YFL017W-A,chrVI,103699,103932,24,50,49,234,0.102564102564103,0.1,0.098,0,0,SMX2,
4613,6225,S000004972,CRZ1,11,100,2037,0.135246068042,1,761,0.373588610702,0.373588606772,0.179950881294,ORF,"Transcription factor, activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium
",5354,YNL027W,chrXIV,579580,581616,205,41,58,2037,0.100638193421699,0.082,0.116,0.053658536585366,0.000659736917278,CRZ1,Calcineurin-Responsive Zinc finger
4614,6226,S000004971,SAM50,1,12,1455,0.0188450113577,1,1452,0.99793814433,0.997934606749,0,ORF,"Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85
",5355,YNL026W,chrXIV,581920,583374,137,55,47,1455,0.094158075601375,0.11,0.094,0.007299270072993,0.000137554827428,SAM50,Sorting and Assembly Machinery
4615,6227,S000004970,SSN8,5,28,972,0.12799988462,8,494,0.508230452675,0.508004969282,0,ORF,"Cyclin-like component of the RNA polymerase II holoenzyme; involved in phosphorylation of the RNA polymerase II C-terminal domain; forms a kinase-cyclin pair in the RNAPII holoenzyme with Ssn3p; required for both entry into and execution of the meiotic program; involved in glucose repression and telomere maintenance; cyclin homolog 35% identical to human cyclin C
",5356,YNL025C,chrXIV,584320,585291,100,57,51,972,0.102880658436214,0.114,0.102,0.05,0.0012799988462,SSN8,Suppressor of SNf1
4616,6228,S000004977,SIW14,8,49,846,0.219692256646,0,230,0.271867612293,0.271442859671,0.234081417591,ORF,"Tyrosine phosphatase involved in actin organization and endocytosis; localized to the cytoplasm
",5349,YNL032W,chrXIV,574506,575351,86,51,61,846,0.101654846335697,0.102,0.122,0.093023255813954,0.002554561123791,SIW14,Synthetic Interaction with Whi2
4617,6229,S000004976,HHT2,9,54,411,0.518217634304,7,109,0.265206812652,0.236530353584,0,ORF,"Histone H3; core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT1); regulated by acetylation, methylation, and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage
",5350,YNL031C,chrXIV,575640,576050,36,66,29,411,0.087591240875912,0.132,0.058,0.25,0.014394934286222,HHT2,Histone H Three
4618,6230,S000004975,HHF2,11,174,312,0.883361204013,6,73,0.233974358974,0.176414026605,0,ORF,"Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity
",5351,YNL030W,chrXIV,576727,577038,21,31,48,312,0.067307692307692,0.062,0.096,0.523809523809524,0.042064819238714,HHF2,Histone H Four
4619,6231,S000004974,KTR5,24,639,1569,0.385062053297,0,338,0.215423836839,0.215423592607,0.238265954136,ORF,"Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR5 has a paralog, KTR7, that arose from the whole genome duplication
",5352,YNL029C,chrXIV,577205,578773,146,44,47,1569,0.093052899936265,0.088,0.094,0.164383561643836,0.002637411323952,KTR5,Kre Two Related
4620,6232,S000001185,RPC10,0,0,213,0,0,213,1,0.532454306387,0,ORF,"RNA polymerase subunit ABC10-alpha, found in RNA pol I, II, and III; relocalizes from nucleolus to cytoplasm upon DNA replication stress
",2867,YHR143W-A,chrVIII,387233,387445,18,53,58,213,0.084507042253521,0.106,0.116,0,0,RPC10,RNA Polymerase C
4621,6233,S000001184,CHS7,17,88,951,0.500826703771,3,186,0.195583596215,0.195476556949,0.29447054373,ORF,"Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress
",2865,YHR142W,chrVIII,383538,384488,86,62,53,951,0.090431125131441,0.124,0.106,0.197674418604651,0.005823566322919,CHS7,CHitin Synthase-related
4622,6234,S000001187,DCD1,1,4,939,0.0343306863928,7,881,0.938232161874,0.937653258547,0,ORF,"Deoxycytidine monophosphate (dCMP) deaminase; involved in dUMP and dTMP biosynthesis; expression is NOT cell cycle regulated
",2868,YHR144C,chrVIII,387788,388726,86,54,49,939,0.091586794462194,0.108,0.098,0.011627906976744,0.000399194027823,DCD1,dCMP Deaminase
4623,6235,S000001186,DSE2,21,602,978,0.697530214066,0,182,0.18609406953,0.186016312446,0.359784375829,ORF,"Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; expression is repressed by cAMP
",2866,YHR143W,chrVIII,385510,386487,79,48,63,978,0.08077709611452,0.096,0.126,0.265822784810127,0.008829496380582,DSE2,Daughter Specific Expression
4624,6236,S000001181,SPS100,11,111,981,0.28241414461,1,187,0.190621814475,0.190544518558,0.189384680724,ORF,"Protein required for spore wall maturation; expressed during sporulation; may be a component of the spore wall; expression also induced in cells treated with the mycotoxin patulin; SPS100 has a paralog, YGP1, that arose from the whole genome duplication
",2861,YHR139C,chrVIII,378219,379199,84,42,41,981,0.085626911314985,0.084,0.082,0.130952380952381,0.003362073150119,SPS100,SPorulation Specific
4625,6237,S000002726,MCM21,5,173,1190,0.137954396785,2,558,0.50406504065,0.504007046304,0.114575304375,ORF,"Component of the kinetochore sub-complex COMA; COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) bridges kinetochore subunits in contact with centromeric DNA with subunits bound to microtubules during kinetochore assembly; involved in minichromosome maintenance; modified by sumoylation; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-O and fission yeast mal2
",1348,YDR318W,chrIV,1103758,1104947,110,56,56,1190,0.092436974789916,0.112,0.112,0.045454545454546,0.001254130879864,MCM21,MiniChromosome Maintenance
4626,6238,S000001183,RPL42B,1,4,762,0.0813811007269,1,259,0.806853582555,0.621518466676,0,ORF,"Ribosomal 60S subunit protein L42B; required for propagation of the killer toxin-encoding M1 double-stranded RNA satellite of the L-A double-stranded RNA virus; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42B has a paralog, RPL42A, that arose from the whole genome duplication
",2864,YHR141C,chrVIII,381990,382751,86,68,41,762,0.112860892388451,0.136,0.082,0.011627906976744,0.000946291868917,RPL42B,Ribosomal Protein of the Large subunit
4627,6239,S000001182,,15,161,720,0.494843234323,0,156,0.216666666667,0.215477968572,0.260098184883,ORF,"Putative integral membrane protein of unknown function
",2863,YHR140W,chrVIII,380572,381291,76,48,58,720,0.105555555555556,0.096,0.116,0.197368421052632,0.006511095188461,,
4628,6240,S000002727,YFT2,5,33,825,0.184848484848,1,629,0.762424242424,0.760955253208,0,ORF,"Protein required for normal ER membrane biosynthesis; member of the highly conserved FIT family of proteins involved in triglyceride droplet biosynthesis and homologous to human FIT2; interacts with Sst2p and Hsp82p in high-throughput two-hybrid screens
",1349,YDR319C,chrIV,1105003,1105827,92,52,57,825,0.111515151515152,0.104,0.114,0.054347826086957,0.002009222661391,YFT2,
4629,6241,S000001189,CRP1,10,100,1398,0.224828572838,6,360,0.257510729614,0.257509115461,0.156492146152,ORF,"Protein that binds to cruciform DNA structures; CRP1 has a paralog, MDG1, that arose from the whole genome duplication
",2870,YHR146W,chrVIII,390300,391697,104,52,59,1398,0.074391988555079,0.104,0.118,0.096153846153846,0.002161813200365,CRP1,Cruciform DNA-Recognizing Protein
4630,6243,S000005518,ENB1,23,289,1821,0.588798882469,2,265,0.145524437122,0.145524423848,0.273781847656,ORF,"Endosomal ferric enterobactin transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment
",5475,YOL158C,chrXV,19491,21311,143,60,37,1821,0.078528281164196,0.12,0.074,0.160839160839161,0.00411747470258,ENB1,ENteroBactin
4631,6244,S000005519,CSS3,8,64,516,0.726053252444,1,156,0.302325581395,0.290021216362,0.301673876431,ORF,"Protein of unknown function, secreted when constitutively expressed; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery, SWAT-GFP fusion also localizes to the extracellular region, and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA
",5474,YOL159C,chrXV,17281,17796,58,48,67,516,0.112403100775194,0.096,0.134,0.137931034482759,0.012518159524897,CSS3,Condition Specific Secretion
4632,6247,S000005514,ZPS1,5,58,750,0.249475065617,0,253,0.337333333333,0.335960340211,0,ORF,"Putative GPI-anchored protein; transcription is induced under low-zinc conditions, as mediated by the Zap1p transcription factor, and at alkaline pH
",5480,YOL154W,chrXV,34658,35407,70,42,61,750,0.093333333333333,0.084,0.122,0.071428571428572,0.003563929508814,ZPS1,Zinc- and pH-regulated Surface protein
4633,6248,S000005515,HPF1,54,953,2904,0.64826581764,1,261,0.0898760330579,0.0898760330577,0.22843194164,ORF,"Haze-protective mannoprotein; reduces the particle size of aggregated proteins in white wines
",5479,YOL155C,chrXV,28703,31606,169,61,47,2904,0.058195592286501,0.122,0.094,0.319526627218935,0.003835892412071,HPF1,Haze Protective Factor
4634,6249,S000005512,FRE7,37,341,1863,0.716211972391,0,337,0.180891035963,0.180891025122,0.301386462973,ORF,"Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels
",5481,YOL152W,chrXV,40748,42610,167,65,44,1863,0.089640365002684,0.13,0.088,0.221556886227545,0.004288694445455,FRE7,Ferric REductase
4635,6252,S000005511,GRE2,5,36,1029,0.21944770487,3,376,0.365403304179,0.365311605682,0,ORF,"3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase
",5482,YOL151W,chrXV,43694,44722,96,57,53,1029,0.0932944606414,0.114,0.106,0.052083333333333,0.002285913592396,GRE2,Genes de Respuesta a Estres (stress responsive genes)
4636,6253,S000004577,ZDS2,23,193,2829,0.253223551344,3,442,0.156238953694,0.156238953693,0.126869289352,ORF,"Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintenance of Cdc55p in the cytoplasm where it promotes mitotic entry; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; ZDS2 has a paralog, ZDS1, that arose from the whole genome duplication
",4551,YML109W,chrXIII,51640,54468,268,43,53,2829,0.094733121244256,0.086,0.106,0.085820895522388,0.000944863997552,ZDS2,Zillion Different Screens
4637,6254,S000004576,,3,17,318,0.309909374536,2,188,0.591194968553,0.452233292791,0,ORF,"Protein of unknown function; structure defines a new subfamily of the split beta-alpha-beta sandwiches; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YML108W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress
",4552,YML108W,chrXIII,54793,55110,32,52,41,318,0.10062893081761,0.104,0.082,0.09375,0.00968466795425,,
4638,6255,S000004575,PML39,9,259,1005,0.28642035723,1,331,0.329353233831,0.329248170107,0.240958609293,ORF,"Protein required for nuclear retention of unspliced pre-mRNAs; required along with Mlp1p and Pml1p; anchored to nuclear pore complex via Mlp1p and Mlp2p; found with the subset of nuclear pores farthest from the nucleolus; may interact with ribosomes
",4553,YML107C,chrXIII,55265,56269,73,51,63,1005,0.072636815920398,0.102,0.126,0.123287671232877,0.003923566537397,PML39,Pre-mRNA Leakage
4639,6256,S000004574,URA5,8,43,681,0.532607756759,2,212,0.311306901615,0.308790916551,0.224631090135,ORF,"Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; URA5 has a paralog, URA10, that arose from the whole genome duplication
",4554,YML106W,chrXIII,56773,57453,62,64,62,681,0.091042584434655,0.128,0.124,0.129032258064516,0.008590447689661,URA5,URAcil requiring
4640,6257,S000004573,SEC65,2,16,822,0.0883769261963,0,613,0.745742092457,0.744261573682,0,ORF,"Subunit of the signal recognition particle (SRP); involved in protein targeting to the ER; interacts with Srp54p; homolog of mammalian SRP19
",4555,YML105C,chrXIII,57866,58687,77,60,52,822,0.09367396593674,0.12,0.104,0.025974025974026,0.001147752288264,SEC65,SECretory
4641,6258,S000004572,MDM1,13,49,3384,0.0994177098704,4,1525,0.450650118203,0.450650118203,0.170445612075,ORF,"PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes, one of which (SNX14) is associated with neurological disease
",4556,YML104C,chrXIII,58939,62322,364,52,49,3384,0.107565011820331,0.104,0.098,0.035714285714286,0.000273125576567,MDM1,Mitochondrial Distribution and Morphology
4642,6259,S000003963,VPS13,13,57,9435,0.0384435735325,0,1987,0.210598834128,0.210598834128,0.0861599192248,ORF,"Protein involved in prospore membrane morphogenesis; heterooligomeric or homooligomeric complex; peripherally associated with membranes; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulatoin, and protein-Golgi retention; homologous to human CHAC and COH1 which are involved in chorea acanthocytosis and Cohen syndrome, respectively
",3976,YLL040C,chrXII,54211,63645,913,47,51,9435,0.096767355590885,0.094,0.102,0.014238773274918,4.21068713389923E-05,VPS13,Vacuolar Protein Sorting
4643,6260,S000003962,UBI4,10,74,1146,0.38654338866,0,452,0.394415357766,0.394384632604,0.203633940271,ORF,"Ubiquitin; becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats; protein abundance increases in response to DNA replication stress
",3977,YLL039C,chrXII,64062,65207,93,54,43,1146,0.081151832460733,0.108,0.086,0.10752688172043,0.004156380523226,UBI4,Ubiquitin
4644,6261,S000003969,RNP1,6,80,750,0.184385026738,1,252,0.336,0.334632433727,0,ORF,"Ribonucleoprotein that contains two RNA recognition motifs (RRM); RNP1 has a paralog, SBP1, that arose from the whole genome duplication
",3970,YLL046C,chrXII,46714,47463,84,56,53,750,0.112,0.112,0.106,0.071428571428572,0.002195059842119,RNP1,RiboNucleoProtein
4645,6262,S000003968,RPL8B,20,333,771,0.559916869563,11,149,0.193255512322,0.192617433837,0.329779104204,ORF,"Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8B has a paralog, RPL8A, that arose from the whole genome duplication
",3971,YLL045C,chrXII,47859,48629,55,55,50,771,0.071335927367056,0.11,0.1,0.363636363636364,0.010180306719327,RPL8B,Ribosomal Protein of the Large subunit
4646,6263,S000004579,BUL2,22,308,2763,0.233017382203,0,643,0.23271806008,0.232718060078,0.206919801347,ORF,"Component of the Rsp5p E3-ubiquitin ligase complex; involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene expression, essential for growth in stress conditions; BUL2 has a paralog, BUL1, that arose from the whole genome duplication
",4549,YML111W,chrXIII,46942,49704,275,48,49,2763,0.099529496923634,0.096,0.098,0.08,0.000847335935284,BUL2,Binds Ubiquitin Ligase
4647,6264,S000004578,COQ5,5,24,924,0.171547547375,8,337,0.364718614719,0.364457185294,0.145440079757,ORF,"2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; respiratory defect of the null mutant is partially complemented by human COQ5
",4550,YML110C,chrXIII,50031,50954,90,50,43,924,0.097402597402597,0.1,0.086,0.055555555555556,0.001906083859722,COQ5,COenzyme Q
4648,6265,S000005736,RPB10,0,0,213,0,0,213,1,0.532454306387,0,ORF,"RNA polymerase subunit ABC10-beta; common to RNA polymerases I, II, and III
",5864,YOR210W,chrXV,738320,738532,21,52,54,213,0.098591549295775,0.104,0.108,0,0,RPB10,RNA Polymerase B
4649,6266,S000005737,MGM1,1,9,2646,0.0109925196132,0,2391,0.903628117914,0.903628117892,0,ORF,"Mitochondrial GTPase, present in complex with Ugo1p and Fzo1p; required for mitochondrial morphology, fusion, and genome maintenance; promotes membrane bending; exists as long and short form with different distributions; ratio of long to short forms is regulated by Psd1p; homolog of human OPA1 involved in autosomal dominant optic atrophy
",5865,YOR211C,chrXV,738924,741569,285,57,50,2646,0.107709750566893,0.114,0.1,0.003508771929825,3.85702442568421E-05,MGM1,Mitochondrial Genome Maintenance
4650,6267,S000005226,POP3,5,64,588,0.167144982993,1,543,0.923469387755,0.904784834315,0,ORF,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia
",5088,YNL282W,chrXIV,107687,108274,43,37,39,588,0.07312925170068,0.074,0.078,0.116279069767442,0.003887092627744,POP3,Processing Of Precursor RNAs
4651,6268,S000005735,NPT1,8,35,1290,0.17984496124,2,473,0.366666666667,0.366659898772,0.169902793689,ORF,"Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus
",5863,YOR209C,chrXV,736437,737726,134,59,50,1290,0.103875968992248,0.118,0.1,0.059701492537314,0.001342126576418,NPT1,Nicotinate PhosphoribosylTransferase
4652,6270,S000005733,RET1,1,1,3450,0.00836977960724,0,2154,0.624347826087,0.624347826087,0,ORF,"Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs
",5861,YOR207C,chrXV,730008,733457,340,55,55,3450,0.098550724637681,0.11,0.11,0.002941176470588,2.46169988448235E-05,RET1,Reduced Efficiency of Termination
4653,6271,S000005222,CAF120,39,453,3183,0.258346148122,1,520,0.163367891926,0.163367891926,0.251271370226,ORF,"Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation, elongation, and degradation; CAF120 has a paralog, SKG3, that arose from the whole genome duplication
",5092,YNL278W,chrXIV,113271,116453,243,45,49,3183,0.076343072573044,0.09,0.098,0.160493827160494,0.00106315287293,CAF120,CCR4 Associated Factor
4654,6272,S000005223,PRM1,30,658,1986,0.338834290627,3,205,0.103222557905,0.103222556097,0.25625608331,ORF,"Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p
",5091,YNL279W,chrXIV,110917,112902,171,58,44,1986,0.086102719033233,0.116,0.088,0.175438596491228,0.00198148707969,PRM1,Pheromone-Regulated Membrane protein
4655,6274,S000004600,,5,59,1098,0.191296775637,3,655,0.596539162113,0.596464065589,0,ORF,"Protein of unknown function; similar to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock, DNA damaging agents, and other chemicals; GFP-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress
",4528,YML131W,chrXIII,10198,11295,112,51,62,1098,0.10200364298725,0.102,0.124,0.044642857142857,0.00170800692533,,
4656,6275,S000004603,CDC5,2,16,2118,0.017676205027,0,1915,0.904154863078,0.904154858847,0,ORF,"Polo-like kinase; controls targeting and activation of Rho1p at cell division site via Rho1p guanine nucleotide exchange factors; regulates Spc72p; also functions in adaptation to DNA damage during meiosis; regulates the shape of the nucleus and expansion of the nuclear envelope during mitosis; similar to Xenopus Plx1 and S. pombe Plo1p; human homologs PLK1, PLK3 can each complement yeast cdc5 thermosensitive mutants
",4670,YMR001C,chrXIII,269019,271136,196,65,46,2118,0.092540132200189,0.13,0.092,0.010204081632653,9.01847195255102E-05,CDC5,Cell Division Cycle
4657,6277,S000005228,MRPL10,8,46,969,0.189931595301,2,399,0.411764705882,0.411576459794,0.229679489095,ORF,"Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels
",5086,YNL284C,chrXIV,103134,104102,98,57,42,969,0.101135190918473,0.114,0.084,0.081632653061225,0.001938077503071,MRPL10,"Mitochondrial Ribosomal Protein, Large subunit"
4658,6278,S000004526,PIF1,14,142,2580,0.167482660139,0,745,0.288759689922,0.288759689909,0.209496161693,ORF,"DNA helicase, potent G-quadruplex DNA binder/unwinder; possesses strand annealing activity; promotes DNA synthesis during break-induced replication; important for crossover recombination; translation from different start sites produces mitochondrial and nuclear forms; nuclear form is a catalytic inhibitor of telomerase; mitochondrial form involved in DNA repair and recombination; mutations affect Zn, Fe homeostasis; regulated by Rad53p-dependent phosphorylation in rho0 cells
",4604,YML061C,chrXIII,148953,151532,225,51,54,2580,0.087209302325581,0.102,0.108,0.062222222222222,0.000744367378396,PIF1,Petite Integration Frequency
4659,6279,S000004607,TAF4,1,3,1167,0.0164560312611,0,1144,0.98029134533,0.980229443982,0,ORF,"TFIID subunit (48 kDa); involved in RNA polymerase II transcription initiation; potential Cdc28p substrate
",4675,YMR005W,chrXIII,276045,277211,88,59,49,1167,0.075407026563839,0.118,0.098,0.011363636363636,0.00018700035524,TAF4,TATA binding protein-Associated Factor
4660,6280,S000004606,MVP1,23,341,1536,0.269653320312,5,434,0.282552083333,0.282551637756,0.236882349529,ORF,"Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with ""foot domain"" of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress
",4674,YMR004W,chrXIII,274017,275552,149,47,59,1536,0.097005208333333,0.094,0.118,0.154362416107383,0.001809753827597,MVP1,Multi-copy suppressor of vps1
4661,6281,S000006269,ROX1,27,306,1107,0.648714269948,4,118,0.106594399277,0.10658213524,0.271967019887,ORF,"Heme-dependent repressor of hypoxic genes; mediates aerobic transcriptional repression of hypoxia induced genes such as COX5b and CYC7; repressor function regulated through decreased promoter occupancy in response to oxidative stress; contains an HMG domain that is responsible for DNA bending activity; involved in the hyperosmotic stress resistance
",6422,YPR065W,chrXVI,679693,680799,83,41,56,1107,0.074977416440831,0.082,0.112,0.325301204819277,0.007815834577687,ROX1,Regulation by OXygen
4662,6282,S000004035,STU2,3,12,2667,0.0195749659979,0,2325,0.871766029246,0.87176602923,0,ORF,"Microtubule-associated protein (MAP) of the XMAP215/Dis1 family; regulates microtubule dynamics during spindle orientation and metaphase chromosome alignment; interacts with spindle pole body component Spc72p
",4061,YLR045C,chrXII,235037,237703,229,41,54,2667,0.085864266966629,0.082,0.108,0.013100436681223,8.54802008641921E-05,STU2,Suppressor of TUbulin
4663,6284,S000004032,,7,189,486,0.276694823478,3,153,0.314814814815,0.297762335034,0.211684298759,ORF,"Cell wall protein of unknown function; localizes to the cytoplasm; deletion improves xylose fermentation in industrially engineered strains; YLL042C is not an essential gene
",4058,YLR042C,chrXII,229966,230451,38,61,52,486,0.078189300411523,0.122,0.104,0.184210526315789,0.007281442723105,,
4664,6285,S000003248,,8,50,573,0.30496300463,7,385,0.671902268761,0.656159149992,0.25313242726,ORF,"Putative protein of unknown function
",2343,YGR016W,chrVII,522261,522833,64,45,62,573,0.111692844677138,0.09,0.124,0.125,0.004765046947344,,
