Standard name,id,short name,description
S000005460,YOL100W,PKH2,Pkb-activating Kinase Homolog
S000005461,YOL101C,IZH4,Implicated in Zinc Homeostasis
S000005462,YOL102C,TPT1,tRNA 2'-PhosphoTransferase
S000005463,YOL103W,ITR2,myo-Inositol TRansporter
S000005464,YOL104C,NDJ1,NonDisJunction
S000005465,YOL105C,WSC3,cell Wall integrity and Stress response Component
S000005467,YOL107W,,
S000005468,YOL108C,INO4,INOsitol requiring
S000005469,YOL109W,ZEO1,ZEOcin resistance
S000005470,YOL110W,SHR5,Suppressor of Hyperactive Ras
S000005471,YOL111C,MDY2,Mating-Deficient Yeast
S000005472,YOL112W,MSB4,Multicopy Suppression of a Budding defect
S000005473,YOL113W,SKM1,STE20/PAK homologous Kinase related to Morphogenesis
S000005474,YOL114C,PTH4,peptidyl tRNA hydrolase 4
S000005475,YOL115W,PAP2,Poly(A) Polymerase
S000005476,YOL116W,MSN1,Multicopy suppressor of SNF1 mutation
S000005477,YOL117W,RRI2,
S000005479,YOL119C,MCH4,MonoCarboxylate transporter Homolog
S000005480,YOL120C,RPL18A,Ribosomal Protein of the Large subunit
S000005481,YOL121C,RPS19A,Ribosomal Protein of the Small subunit
S000005482,YOL122C,SMF1,Suppressor of Mitochondria import Function
S000005483,YOL123W,HRP1,Heterogenous nuclear RibonucleoProtein
S000005484,YOL124C,TRM11,TRna Methyltransferase
S000005485,YOL125W,TRM13,TRna Methyltransferase
S000005486,YOL126C,MDH2,Malate DeHydrogenase
S000005487,YOL127W,RPL25,Ribosomal Protein of the Large subunit
S000005488,YOL128C,YGK3,Yeast homolog of Glycogen synthase Kinase
S000005489,YOL129W,VPS68,Vacuolar Protein Sorting
S000005490,YOL130W,ALR1,ALuminum Resistance
S000005491,YOL131W,,
S000005492,YOL132W,GAS4,Glycophospholipid-Anchored Surface protein
S000005493,YOL133W,HRT1,High level expression Reduces Ty3 transposition
S000005495,YOL135C,MED7,MEDiator complex
S000005496,YOL136C,PFK27,6-PhosphoFructo-2-Kinase
S000005497,YOL137W,BSC6,Bypass of Stop Codon
S000005498,YOL138C,RTC1,Restriction of Telomere Capping
S000005499,YOL139C,CDC33,Cell Division Cycle
S000005500,YOL140W,ARG8,ARGinine requiring
S000005501,YOL141W,PPM2,Protein Phosphatase Methyltransferase
S000005502,YOL142W,RRP40,Ribosomal RNA Processing
S000005503,YOL143C,RIB4,RIBoflavin biosynthesis
S000005504,YOL144W,NOP8,NucleOlar Protein
S000005505,YOL145C,CTR9,Cln Three (CLN3) Requiring
S000005506,YOL146W,PSF3,Partner of Sld Five
S000005507,YOL147C,PEX11,PEroXin
S000005508,YOL148C,SPT20,SuPpressor of Ty
S000005509,YOL149W,DCP1,mRNA DeCaPping
S000005511,YOL151W,GRE2,Genes de Respuesta a Estres (stress responsive genes)
S000005512,YOL152W,FRE7,Ferric REductase
S000005514,YOL154W,ZPS1,Zinc- and pH-regulated Surface protein
S000005515,YOL155C,HPF1,Haze Protective Factor
S000005518,YOL158C,ENB1,ENteroBactin
S000005519,YOL159C,CSS3,Condition Specific Secretion
S000005521,YOL161C,PAU20,seriPAUperin
S000005522,YOL162W,,
S000005523,YOL163W,,
S000005524,YOL164W,BDS1,Bacterially Derived Sulfatase
S000005525,YOL165C,AAD15,Aryl-Alcohol Dehydrogenase
S000005527,YOR001W,RRP6,Ribosomal RNA Processing
S000005528,YOR002W,ALG6,Asparagine-Linked Glycosylation
S000005529,YOR003W,YSP3,Yeast Subtilisin-like Protease III
S000005530,YOR004W,UTP23,U Three-associated Protein
S000005531,YOR005C,DNL4,DNA Ligase
S000005532,YOR006C,TSR3,Twenty S rRNA accumulation
S000005533,YOR007C,SGT2,Small Glutamine-rich Tetratricopeptide repeat-containing protein
S000005534,YOR008C,SLG1,Synthetic Lethal with Gap
S000005535,YOR009W,TIR4,TIp1-Related
S000005536,YOR010C,TIR2,TIp1-Related
S000005537,YOR011W,AUS1,ABC protein involved in Uptake of Sterols
S000005538,YOR012W,,
S000005540,YOR014W,RTS1,Rox Three Suppressor
S000005542,YOR016C,ERP4,Emp24p/Erv25p Related Protein
S000005543,YOR017W,PET127,PETite colonies
S000005544,YOR018W,ROD1,Resistance to O-Dinitrobenzene
S000005545,YOR019W,,
S000005546,YOR020C,HSP10,Heat Shock Protein
S000005547,YOR021C,SFM1,Spout Family Methyltransferase 1
S000005548,YOR022C,DDL1,DDHD Domain-containing Lipase
S000005549,YOR023C,AHC1,Ada Histone acetyltransferase complex Component
S000005551,YOR025W,HST3,Homolog of SIR Two (SIR2)
S000005552,YOR026W,BUB3,Budding Uninhibited by Benzimidazole
S000005553,YOR027W,STI1,STress Inducible
S000005554,YOR028C,CIN5,Chromosome INstability
S000005556,YOR030W,DFG16,Defective for Filamentous Growth
S000005558,YOR032C,HMS1,High-copy Mep Suppressor
S000005559,YOR033C,EXO1,EXOnuclease
S000005560,YOR034C,AKR2,AnKyrin Repeat-containing protein
S000005561,YOR035C,SHE4,Swi5p-dependent HO Expression
S000005562,YOR036W,PEP12,carboxyPEPtidase Y-deficient
S000005563,YOR037W,CYC2,CYtochrome C
S000005564,YOR038C,HIR2,HIstone Regulation
S000005565,YOR039W,CKB2,Casein Kinase Beta' subunit
S000005566,YOR040W,GLO4,GLyOxalase
S000005568,YOR042W,CUE5,Coupling of Ubiquitin conjugation to ER degradation
S000005569,YOR043W,WHI2,WHIskey
S000005570,YOR044W,IRC23,Increased Recombination Centers
S000005571,YOR045W,TOM6,Translocase of the Outer Mitochondrial membrane
S000005572,YOR046C,DBP5,Dead Box Protein
S000005573,YOR047C,STD1,Suppressor of Tbp Deletion
S000005574,YOR048C,RAT1,Ribonucleic Acid Trafficking
S000005575,YOR049C,RSB1,Resistance to Sphingoid long-chain Base
S000005577,YOR051C,ETT1,Enhancer of Translation Termination 1
S000005578,YOR052C,TMC1,"Trivalent Metalloid sensitive, Cuz1-related protein"
S000005580,YOR054C,VHS3,Viable in a Hal3 Sit4 background
S000005582,YOR056C,NOB1,Nin1 (One) Binding protein
S000005583,YOR057W,SGT1,Suppressor of G2 (Two) allele of skp1
S000005584,YOR058C,ASE1,Anaphase Spindle Elongation
S000005585,YOR059C,LPL1,LD phospholipase
S000005586,YOR060C,SLD7,Synthetic Lethality with Dpb11-24
S000005587,YOR061W,CKA2,Casein Kinase Alpha' subunit
S000005588,YOR062C,,
S000005589,YOR063W,RPL3,Ribosomal Protein of the Large subunit
S000005590,YOR064C,YNG1,Yeast iNG1 homolog
S000005591,YOR065W,CYT1,CYTochrome c1
S000005592,YOR066W,MSA1,Mbf and Sbf Associated
S000005593,YOR067C,ALG8,Asparagine-Linked Glycosylation
S000005594,YOR068C,VAM10,VAcuolar Morphogenesis
S000005595,YOR069W,VPS5,Vacuolar Protein Sorting
S000005596,YOR070C,GYP1,Gtpase-activating protein for YPt1p
S000005597,YOR071C,NRT1,Nicotinamide Riboside Transporter
S000005599,YOR073W,SGO1,"ShuGOshin (Japanese for ""guardian spirit"")"
S000005600,YOR074C,CDC21,Cell Division Cycle
S000005601,YOR075W,UFE1,Unknown Function Essential
S000005602,YOR076C,SKI7,SuperKIller
S000005603,YOR077W,RTS2,
S000005604,YOR078W,BUD21,BUD site selection
S000005605,YOR079C,ATX2,AnTioXidant
S000005606,YOR080W,DIA2,Digs Into Agar
S000005607,YOR081C,TGL5,TriacylGlycerol Lipase
S000005609,YOR083W,WHI5,WHIskey
S000005610,YOR084W,LPX1,Lipase of PeroXisomes
S000005611,YOR085W,OST3,OligoSaccharylTransferase
S000005612,YOR086C,TCB1,Three Calcium and lipid Binding domains (TriCalBins)
S000005613,YOR087W,YVC1,Yeast Vacuolar Conductance
S000005615,YOR089C,VPS21,Vacuolar Protein Sorting
S000005616,YOR090C,PTC5,Phosphatase Two C
S000005617,YOR091W,TMA46,Translation Machinery Associated
S000005618,YOR092W,ECM3,ExtraCellular Mutant
S000005619,YOR093C,CMR2,Changed Mutation Rate
S000005620,YOR094W,ARF3,ADP-Ribosylation Factor
S000005621,YOR095C,RKI1,Ribose-5-phosphate Ketol-Isomerase
S000005622,YOR096W,RPS7A,Ribosomal Protein of the Small subunit
S000005623,YOR097C,,
S000005624,YOR098C,NUP1,NUclear Pore
S000005625,YOR099W,KTR1,Kre Two Related
S000005626,YOR100C,CRC1,CaRnitine Carrier
S000005627,YOR101W,RAS1,homologous to RAS proto-oncogene
S000005629,YOR103C,OST2,OligoSaccharylTransferase
S000005630,YOR104W,PIN2,Psi+ INducibility
S000005631,YOR105W,,
S000005632,YOR106W,VAM3,VAcuolar Morphogenesis
S000005633,YOR107W,RGS2,Regulator of heterotrimeric G protein Signaling
S000005634,YOR108W,LEU9,LEUcine biosynthesis
S000005635,YOR109W,INP53,INositol polyphosphate 5-Phosphatase
S000005636,YOR110W,TFC7,
S000005637,YOR111W,,
S000005638,YOR112W,CEX1,Cytoplasmic EXport protein
S000005639,YOR113W,AZF1,Asparagine-rich Zinc-Finger
S000005640,YOR114W,DPI34,Delta-Psi dependent mitochondrial Import protein of ~34 kDa
S000005641,YOR115C,TRS33,TRapp Subunit
S000005642,YOR116C,RPO31,RNA POlymerase
S000005643,YOR117W,RPT5,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
S000005644,YOR118W,RTC5,Restriction of Telomere Capping
S000005645,YOR119C,RIO1,RIght Open reading frame
S000005646,YOR120W,GCY1,Galactose-inducible Crystallin-like Yeast protein
S000005648,YOR122C,PFY1,ProFilin of Yeast
S000005649,YOR123C,LEO1,LEft Open reading frame
S000005650,YOR124C,UBP2,UBiquitin-specific Protease
S000005651,YOR125C,CAT5,CATabolite repression
S000005652,YOR126C,IAH1,Isoamyl Acetate-Hydrolyzing esterase
S000005653,YOR127W,RGA1,Rho GTPase Activating Protein
S000005654,YOR128C,ADE2,ADEnine requiring
S000005655,YOR129C,AFI1,ArF3-Interacting protein
S000005656,YOR130C,ORT1,ORnithine Transporter
S000005657,YOR131C,,
S000005658,YOR132W,VPS17,Vacuolar Protein Sorting
S000005660,YOR134W,BAG7,
S000005662,YOR136W,IDH2,Isocitrate DeHydrogenase
S000005663,YOR137C,SIA1,Suppressor of eIF5A
S000005664,YOR138C,RUP1,Rsp5-Ubp2 interacting Protein
S000005666,YOR140W,SFL1,Suppressor gene for FLocculation
S000005667,YOR141C,ARP8,Actin-Related Protein
S000005668,YOR142W,LSC1,Ligase of Succinyl-CoA
S000005669,YOR143C,THI80,THIamine metabolism
S000005670,YOR144C,ELG1,Enhanced Level of Genomic instability
S000005671,YOR145C,PNO1,Partner of NOb1
S000005673,YOR147W,MDM32,Mitochondrial Distribution and Morphology
S000005674,YOR148C,SPP2,Suppressor of PrP
S000005675,YOR149C,SMP3,Stable Maintenance of pSRI
S000005676,YOR150W,MRPL23,"Mitochondrial Ribosomal Protein, Large subunit"
S000005677,YOR151C,RPB2,RNA Polymerase B
S000005678,YOR152C,ATG40,AuTophaGy related
S000005679,YOR153W,PDR5,Pleiotropic Drug Resistance
S000005680,YOR154W,SLP1,SUN-Like Protein
S000005681,YOR155C,ISN1,IMP-Specific 5'-Nucleotidase
S000005682,YOR156C,NFI1,Neck Filament Interacting
S000005683,YOR157C,PUP1,PUtative Proteasome subunit
S000005684,YOR158W,PET123,PETite colonies
S000005685,YOR159C,SME1,Sm protein E
S000005686,YOR160W,MTR10,Mrna TRansport defective
S000005687,YOR161C,PNS1,pH Nine Sensitive
S000005688,YOR162C,YRR1,Yeast Reveromycin-A Resistant
S000005689,YOR163W,DDP1,Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase
S000005690,YOR164C,GET4,Guided Entry Tail-anchored proteins
S000005691,YOR165W,SEY1,Synthetic Enhancement of YOP1
S000005692,YOR166C,SWT1,Synthetically lethal With Trex
S000005693,YOR167C,RPS28A,Ribosomal Protein of the Small subunit
S000005694,YOR168W,GLN4,GLutamiNe metabolism
S000005697,YOR171C,LCB4,Long-Chain Base
S000005698,YOR172W,YRM1,Yeast Reveromycin resistance Modulator
S000005699,YOR173W,DCS2,DeCapping Scavenger
S000005700,YOR174W,MED4,MEDiator complex
S000005701,YOR175C,ALE1,Acyltransferase for Lyso-phosphatidylEthanolamine
S000005702,YOR176W,HEM15,HEMe biosynthesis
S000005703,YOR177C,MPC54,Meiotic Plaque Component
S000005704,YOR178C,GAC1,Glycogen ACcumulation
S000005705,YOR179C,SYC1,Similar to Ysh1 C-terminal
S000005706,YOR180C,DCI1,"delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase"
S000005707,YOR181W,LAS17,
S000005708,YOR182C,RPS30B,Ribosomal Protein of the Small subunit
S000005709,YOR183W,FYV12,Function required for Yeast Viability
S000005710,YOR184W,SER1,SERine requiring
S000005711,YOR185C,GSP2,Genetic Suppressor of Prp20-1
S000005712,YOR186W,,
S000005713,YOR187W,TUF1,
S000005714,YOR188W,MSB1,Multicopy Suppression of a Budding defect
S000005715,YOR189W,IES4,Ino Eighty Subunit
S000005716,YOR190W,SPR1,SPorulation Regulated
S000005717,YOR191W,ULS1,Ubiquitin Ligase for SUMO conjugates
S000005718,YOR192C,THI72,THI7 homolog 2
S000005719,YOR193W,PEX27,PEroXisome related
S000005720,YOR194C,TOA1,
S000005721,YOR195W,SLK19,Synthetic Lethal Kar3p
S000005722,YOR196C,LIP5,LIPoic acid
S000005723,YOR197W,MCA1,MetaCAspase
S000005724,YOR198C,BFR1,BreFeldin A Resistance
S000005727,YOR201C,MRM1,Mitochondrial rRNA Methyltransferase
S000005728,YOR202W,HIS3,HIStidine
S000005730,YOR204W,DED1,Defines Essential Domain
S000005731,YOR205C,GEP3,GEnetic interactors of Prohibitins
S000005732,YOR206W,NOC2,NucleOlar Complex associated
S000005733,YOR207C,RET1,Reduced Efficiency of Termination
S000005734,YOR208W,PTP2,Protein Tyrosine Phosphatase
S000005735,YOR209C,NPT1,Nicotinate PhosphoribosylTransferase
S000005736,YOR210W,RPB10,RNA Polymerase B
S000005737,YOR211C,MGM1,Mitochondrial Genome Maintenance
S000005738,YOR212W,STE4,STErile
S000005739,YOR213C,SAS5,Something About Silencing
S000005740,YOR214C,SPR2,SPorulation-Regulated
S000005741,YOR215C,AIM41,Altered Inheritance of Mitochondria
S000005742,YOR216C,RUD3,Relieves Uso1-1 transport Defect
S000005743,YOR217W,RFC1,Replication Factor C
S000005745,YOR219C,STE13,STErile
S000005746,YOR220W,RCN2,Regulator of CalciNeurin
S000005747,YOR221C,MCT1,Malonyl-CoA:ACP Transferase
S000005748,YOR222W,ODC2,OxoDicarboxylate Carrier
S000005749,YOR223W,DSC3,Defective for SREBP Cleavage
S000005750,YOR224C,RPB8,RNA Polymerase B
S000005752,YOR226C,ISU2,IscU homolog
S000005753,YOR227W,HER1,Hmg2p ER Remodeling
S000005754,YOR228C,MCP1,Mdm10 Complementing Protein
S000005755,YOR229W,WTM2,WD repeat containing Transcriptional Modulator
S000005756,YOR230W,WTM1,WD repeat containing Transcriptional Modulator
S000005757,YOR231W,MKK1,Mitogen-activated protein Kinase-Kinase
S000005758,YOR232W,MGE1,Mitochondrial GrpE
S000005759,YOR233W,KIN4,KINase
S000005760,YOR234C,RPL33B,Ribosomal Protein of the Large subunit
S000005762,YOR236W,DFR1,DihydroFolate Reductase
S000005763,YOR237W,HES1,Homologous to kES1
S000005764,YOR238W,,
S000005765,YOR239W,ABP140,Actin Binding Protein
S000005767,YOR241W,MET7,METhionine requiring
S000005768,YOR242C,SSP2,Sporulation SPecific
S000005769,YOR243C,PUS7,PseudoUridine Synthase
S000005770,YOR244W,ESA1,
S000005771,YOR245C,DGA1,DiacylGlycerol Acyltransferase
S000005772,YOR246C,ENV9,late ENdosome and Vacuole interface function
S000005773,YOR247W,SRL1,Suppressor of Rad53 null Lethality
S000005775,YOR249C,APC5,Anaphase Promoting Complex
S000005776,YOR250C,CLP1,CLeavage/Polyadenylation factor Ia subunit
S000005777,YOR251C,TUM1,ThioUridine Modification
S000005778,YOR252W,TMA16,Translation Machinery Associated
S000005779,YOR253W,NAT5,N-terminal AcetylTransferase
S000005780,YOR254C,SEC63,SECretory
S000005781,YOR255W,OSW1,Outer Spore Wall
S000005782,YOR256C,TRE2,Transferrrin REceptor like
S000005783,YOR257W,CDC31,Cell Division Cycle
S000005784,YOR258W,HNT3,Histidine triad NucleoTide-binding
S000005785,YOR259C,RPT4,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
S000005786,YOR260W,GCD1,General Control Derepressed
S000005787,YOR261C,RPN8,Regulatory Particle Non-ATPase
S000005788,YOR262W,GPN2,Gly-Pro-Asn (N) motif
S000005790,YOR264W,DSE3,Daughter Specific Expression
S000005791,YOR265W,RBL2,Rescues Beta-tubulin Lethality
S000005792,YOR266W,PNT1,PeNTamidine resistance
S000005793,YOR267C,HRK1,Hygromycin Resistance Kinase
S000005794,YOR268C,,
S000005795,YOR269W,PAC1,Perish in the Absence of Cin8p
S000005796,YOR270C,VPH1,Vacuolar pH
S000005797,YOR271C,FSF1,Fungal SideroFlexin 1
S000005798,YOR272W,YTM1,
S000005799,YOR273C,TPO4,Transporter of POlyamines
S000005800,YOR274W,MOD5,tRNA MODification
S000005801,YOR275C,RIM20,Regulator of IME2
S000005802,YOR276W,CAF20,Cap Associated Factor
S000005804,YOR278W,HEM4,HEMe biosynthesis
S000005805,YOR279C,RFM1,Repression Factor of Middle sporulation element
S000005806,YOR280C,FSH3,Family of Serine Hydrolases
S000005807,YOR281C,PLP2,Phosducin-Like Protein
S000005809,YOR283W,,
S000005810,YOR284W,HUA2,
S000005811,YOR285W,RDL1,RhoDanese-Like protein
S000005812,YOR286W,RDL2,RhoDanese-Like protein
S000005813,YOR287C,RRP36,Ribosomal RNA Processing
S000005814,YOR288C,MPD1,Multicopy suppressor of PDI1 deletion
S000005815,YOR289W,,
S000005816,YOR290C,SNF2,Sucrose NonFermenting
S000005817,YOR291W,YPK9,Yeast PARK9
S000005818,YOR292C,,
S000005819,YOR293W,RPS10A,Ribosomal Protein of the Small subunit
S000005820,YOR294W,RRS1,Regulator of Ribosome Synthesis
S000005821,YOR295W,UAF30,Upstream Activation Factor subunit
S000005822,YOR296W,,
S000005823,YOR297C,TIM18,Translocase of the Inner Mitochondrial membrane
S000005824,YOR298W,MUM3,MUddled Meiosis
S000005825,YOR299W,BUD7,BUD site selection
S000005827,YOR301W,RAX1,Revert to Axial
S000005828,YOR302W,,
S000005829,YOR303W,CPA1,Carbamyl Phosphate synthetase A
S000005830,YOR304C-A,BIL1,Bud6-Interacting Ligand
S000005831,YOR304W,ISW2,Imitation SWitch subfamily
S000005832,YOR305W,RRG7,Required for Respiratory Growth
S000005833,YOR306C,MCH5,MonoCarboxylate transporter Homolog
S000005834,YOR307C,SLY41,Suppressor of Loss of Ypt1
S000005835,YOR308C,SNU66,Small NUclear ribonucleoprotein associated
S000005837,YOR310C,NOP58,NucleOlar Protein of 58 kDa
S000005838,YOR311C,DGK1,DiacylGlycerol Kinase
S000005839,YOR312C,RPL20B,Ribosomal Protein of the Large subunit
S000005840,YOR313C,SPS4,SPorulation Specific trancript
S000005842,YOR315W,SFG1,SuperFicial pseudohyphal Growth
S000005843,YOR316C,COT1,CObalt Toxicity
S000005844,YOR317W,FAA1,Fatty Acid Activation
S000005846,YOR319W,HSH49,Human Sap Homolog
S000005847,YOR320C,GNT1,GlcNAc Transferase
S000005848,YOR321W,PMT3,Protein O-MannosylTransferase
S000005849,YOR322C,LDB19,Low Dye Binding
S000005850,YOR323C,PRO2,PROline requiring
S000005851,YOR324C,FRT1,Functionally Related to TCP1
S000005853,YOR326W,MYO2,MYOsin
S000005854,YOR327C,SNC2,Suppressor of the Null allele of CAP
S000005855,YOR328W,PDR10,Pleiotropic Drug Resistance
S000005856,YOR329C,SCD5,Suppressor of Clathrin Deficiency
S000005857,YOR330C,MIP1,MItochondrial DNA Polymerase
S000005859,YOR332W,VMA4,Vacuolar Membrane Atpase
S000005861,YOR334W,MRS2,Mitochondrial RNA Splicing
S000005862,YOR335C,ALA1,ALAnyl-tRNA synthetase
S000005863,YOR336W,KRE5,Killer toxin REsistant
S000005864,YOR337W,TEA1,Ty Enhancer Activator
S000005865,YOR338W,,
S000005866,YOR339C,UBC11,UBiquitin Carrier
S000005867,YOR340C,RPA43,RNA Polymerase A
S000005868,YOR341W,RPA190,RNA Polymerase A
S000005869,YOR342C,,
S000005871,YOR344C,TYE7,Ty1-mediated Expression
S000005873,YOR346W,REV1,REVersionless
S000005874,YOR347C,PYK2,PYruvate Kinase
S000005875,YOR348C,PUT4,Proline UTilization
S000005876,YOR349W,CIN1,Chromosome INstability
S000005877,YOR350C,MNE1,
S000005878,YOR351C,MEK1,MEiotic Kinase
S000005879,YOR352W,TFB6,
S000005880,YOR353C,SOG2,
S000005881,YOR354C,MSC6,Meiotic Sister-Chromatid recombination
S000005882,YOR355W,GDS1,
S000005883,YOR356W,CIR2,Changed Intracellular Redox state
S000005884,YOR357C,SNX3,Sorting NeXin
S000005885,YOR358W,HAP5,Heme Activator Protein
S000005886,YOR359W,VTS1,VTi1-2 Suppressor
S000005887,YOR360C,PDE2,PhosphoDiEsterase
S000005888,YOR361C,PRT1,PRoTein synthesis
S000005889,YOR362C,PRE10,PRoteinase yscE
S000005890,YOR363C,PIP2,Peroxisome Induction Pathway
S000005892,YOR365C,,
S000005894,YOR367W,SCP1,S. cerevisiae CalPonin
S000005895,YOR368W,RAD17,RADiation sensitive
S000005896,YOR369C,RPS12,Ribosomal Protein of the Small subunit
S000005897,YOR370C,MRS6,Mitochondrial RNA Splicing
S000005898,YOR371C,GPB1,
S000005899,YOR372C,NDD1,Nuclear Division Defective
S000005900,YOR373W,NUD1,
S000005901,YOR374W,ALD4,ALdehyde Dehydrogenase
S000005902,YOR375C,GDH1,Glutamate DeHydrogenase
S000005904,YOR377W,ATF1,AcetylTransFerase
S000005905,YOR378W,AMF1,AMmonium Facilitator
S000005907,YOR380W,RDR1,Repressor of Drug Resistance
S000005908,YOR381W,FRE3,Ferric REductase
S000005909,YOR382W,FIT2,Facilitator of Iron Transport
S000005910,YOR383C,FIT3,Facilitator of Iron Transport
S000005911,YOR384W,FRE5,Ferric REductase
S000005912,YOR385W,,
S000005913,YOR386W,PHR1,PHotoreactivation Repair deficient
S000005914,YOR387C,,
S000005922,YPL001W,HAT1,Histone AcetylTransferase
S000005923,YPL002C,SNF8,Sucrose NonFermenting
S000005924,YPL003W,ULA1,Ubiquitin-Like protein Activation
S000005925,YPL004C,LSP1,Long chain bases Stimulate Phosphorylation
S000005926,YPL005W,AEP3,ATPase ExPression
S000005927,YPL006W,NCR1,Niemann-pick type C Related
S000005928,YPL007C,TFC8,Transcription Factor C
S000005929,YPL008W,CHL1,CHromosome Loss
S000005930,YPL009C,RQC2,Ribosome Quality control Complex
S000005931,YPL010W,RET3,RETrieval from ER
S000005932,YPL011C,TAF3,TATA binding protein-Associated Factor
S000005933,YPL012W,RRP12,Ribosomal RNA Processing
S000005934,YPL013C,MRPS16,"Mitochondrial Ribosomal Protein, Small subunit"
S000005935,YPL014W,CIP1,Cdk1 Interacting Protein
S000005936,YPL015C,HST2,Homolog of SIR Two (SIR2)
S000005937,YPL016W,SWI1,SWItching deficient
S000005938,YPL017C,IRC15,Increased Recombination Centers
S000005939,YPL018W,CTF19,Chromosome Transmission Fidelity
S000005940,YPL019C,VTC3,Vacuolar Transporter Chaperone
S000005941,YPL020C,ULP1,UbL-specific Protease
S000005942,YPL021W,ECM23,ExtraCellular Mutant
S000005943,YPL022W,RAD1,RADiation sensitive
S000005944,YPL023C,MET12,METhionine requiring
S000005945,YPL024W,RMI1,RecQ Mediated genome Instability
S000005947,YPL026C,SKS1,Suppressor Kinase of SNF3
S000005948,YPL027W,SMA1,Spore Membrane Assembly
S000005949,YPL028W,ERG10,ERGosterol biosynthesis
S000005950,YPL029W,SUV3,SUppressor of Var1
S000005951,YPL030W,TRM44,TRna Methyltransferase
S000005952,YPL031C,PHO85,PHOsphate metabolism
S000005953,YPL032C,SVL3,Styryl dye Vacuolar Localization
S000005954,YPL033C,SRL4,Suppressor of Rad53 null Lethality or Suppressor of Rad53 and Lcd1
S000005955,YPL034W,,
S000005957,YPL036W,PMA2,Plasma Membrane ATPase
S000005958,YPL037C,EGD1,Enhancer of Gal4 DNA binding
S000005959,YPL038W,MET31,METhionine requiring
S000005960,YPL039W,,
S000005961,YPL040C,ISM1,Isoleucyl tRNA Synthetase of Mitochondria
S000005962,YPL041C,MRX11,Mitochondrial oRganization of gene eXpression (MIOREX)
S000005963,YPL042C,SSN3,Suppressor of SNf1
S000005964,YPL043W,NOP4,NucleOlar Protein
S000005966,YPL045W,VPS16,Vacuolar Protein Sorting
S000005967,YPL046C,ELC1,ELongin C
S000005968,YPL047W,SGF11,SaGa associated Factor 11kDa
S000005969,YPL048W,CAM1,Calcium And Membrane-binding protein
S000005970,YPL049C,DIG1,Down-regulator of Invasive Growth
S000005971,YPL050C,MNN9,MaNNosyltransferase
S000005972,YPL051W,ARL3,ADP-Ribosylation factor-Like
S000005973,YPL052W,OAZ1,Ornithine decarboxylase AntiZyme
S000005974,YPL053C,KTR6,Kre Two Related
S000005975,YPL054W,LEE1,
S000005976,YPL055C,LGE1,LarGE cells
S000005977,YPL056C,LCL1,Long Chronological Lifespan
S000005978,YPL057C,SUR1,SUppressor of Rvs161 and rvs167 mutations
S000005979,YPL058C,PDR12,Pleiotropic Drug Resistance
S000005980,YPL059W,GRX5,GlutaRedoXin
S000005981,YPL060W,MFM1,Mrs2 Function Modulating factor
S000005982,YPL061W,ALD6,ALdehyde Dehydrogenase
S000005984,YPL063W,TIM50,Translocase of the Inner Mitochondrial membrane
S000005985,YPL064C,CWC27,Complexed With Cef1p
S000005986,YPL065W,VPS28,Vacuolar Protein Sorting
S000005987,YPL066W,RGL1,Rho1 GEF Localizing
S000005988,YPL067C,HTC1,Histidine Triad with Channel
S000005989,YPL068C,,
S000005990,YPL069C,BTS1,Bet Two Suppressor
S000005991,YPL070W,MUK1,coMpUtationally-linked to Kap95
S000005992,YPL071C,,
S000005993,YPL072W,UBP16,UBiquitin-specific Protease
S000005995,YPL074W,YTA6,Yeast Tat-binding Analog
S000005996,YPL075W,GCR1,GlyColysis Regulation
S000005997,YPL076W,GPI2,GlycosylPhosphatidylInositol anchor biosynthesis
S000005998,YPL077C,,
S000005999,YPL078C,ATP4,ATP synthase
S000006000,YPL079W,RPL21B,Ribosomal Protein of the Large subunit
S000006002,YPL081W,RPS9A,Ribosomal Protein of the Small subunit
S000006003,YPL082C,MOT1,Modifier of Transcription
S000006004,YPL083C,SEN54,Splicing ENdonuclease
S000006005,YPL084W,BRO1,BCK1-like Resistance to Osmotic shock
S000006006,YPL085W,SEC16,SECretory
S000006007,YPL086C,ELP3,ELongator Protein
S000006008,YPL087W,YDC1,Yeast DihydroCeramidase
S000006009,YPL088W,,
S000006010,YPL089C,RLM1,Resistance to Lethality of MKK1P386 overexpression
S000006012,YPL091W,GLR1,GLutathione Reductase
S000006013,YPL092W,SSU1,Sensitive to SUlfite
S000006014,YPL093W,NOG1,NucleOlar G-protein
S000006015,YPL094C,SEC62,SECretory
S000006016,YPL095C,EEB1,Ethyl Ester Biosynthesis
S000006017,YPL096W,PNG1,Peptide N-Glycanase
S000006018,YPL097W,MSY1,"Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)"
S000006019,YPL098C,MGR2,Mitochondrial Genome Required
S000006020,YPL099C,INA17,INner membrane Assembly 17 kDa
S000006021,YPL100W,ATG21,AuTophaGy related
S000006022,YPL101W,ELP4,ELongator Protein
S000006024,YPL103C,FMP30,Found in Mitochondrial Proteome
